,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
209,"Calle A. Durero,  San Borja, Lima",392m²Superficie total,392m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 2,114,550",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-58218541,https://img10.naventcdn.com/avisos/111/00/58/21/85/41/720x532/209788723.jpg
210,"RINCONADA DEL LAGO,  La Molina, Lima",471m²Superficie total,371m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,925,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-13263328,https://img10.naventcdn.com/avisos/111/00/13/26/33/28/720x532/207213779.jpg
211," La Encantada, Chorrillos",546m²Superficie total,546m²Superficie techada,5Estacionamientos,No hay informacion,7Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 3,146,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-encantada-chorrillos-5-a-mas-dormitorios-58391048,https://img10.naventcdn.com/avisos/111/00/58/39/10/48/720x532/212671009.jpg
212," San Gabriel, San Isidro",400m²Superficie total,500m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 9,960,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-gabriel-san-isidro-4-dormitorios-13375058,https://img10.naventcdn.com/avisos/111/00/13/37/50/58/720x532/198826314.jpg
213,"Av. El Polo,  El Derby, Santiago de Surco",267m²Superficie total,204m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,726,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-derby-santiago-de-surco-5-a-mas-dormitorios-13396455,https://img10.naventcdn.com/avisos/111/00/13/39/64/55/720x532/199244011.jpg
214,"Punta Pejerrey,  El Sol De La Molina, La Molina",590m²Superficie total,310m²Superficie techada,3Estacionamientos,No hay informacion,No hay informacion,4Antigüedad,No hay informacion,No hay informacion,"S/ 4,482,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-1-dormitorio-12771802,https://img10.naventcdn.com/avisos/111/00/12/77/18/02/720x532/194215658.jpg
215,"LA PLANICIE,  La Molina, Lima",1700m²Superficie total,550m²Superficie techada,8Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 5,729,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58012549,https://img10.naventcdn.com/avisos/111/00/58/01/25/49/720x532/206585071.jpg
216," San Borja, Lima",319m²Superficie total,300m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,30Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,324,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-3-dormitorios-13326503,https://img10.naventcdn.com/avisos/111/00/13/32/65/03/720x532/197988567.jpg
217,"LAS NAZARENAS cdra. 6,  Santiago de Surco, Lima",210m²Superficie total,120m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,373,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-3-dormitorios-58273137,https://img10.naventcdn.com/avisos/111/00/58/27/31/37/720x532/210635733.jpg
218," Chilca, Cañete",No hay informacion,217m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,2Antigüedad,No hay informacion,No hay informacion,"S/ 200,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chilca-canete-4-dormitorios-58000549,https://img10.naventcdn.com/avisos/111/00/58/00/05/49/720x532/206412620.jpg
219,"Av. Los Fresnos,  La Molina, Lima",253m²Superficie total,253m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 1,265,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58012554,https://img10.naventcdn.com/avisos/111/00/58/01/25/54/720x532/206585307.jpg
220,"jr. callao 232 Nueva Esperanza,  Villa María del Triunfo, Lima",155m²Superficie total,145m²Superficie techada,0Estacionamientos,No hay informacion,6Dormitorios,23Antigüedad,No hay informacion,No hay informacion,"S/ 290,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-maria-del-triunfo-lima-5-a-mas-dormitorios-58201453,https://img10.naventcdn.com/avisos/111/00/58/20/14/53/720x532/209513745.jpg
221," Santiago de Surco, Lima",335m²Superficie total,120m²Superficie techada,No hay informacion,No hay informacion,6Dormitorios,8Antigüedad,No hay informacion,No hay informacion,"S/ 1,024,650",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58227865,https://img10.naventcdn.com/avisos/111/00/58/22/78/65/720x532/209935342.jpg
222,"Av. Pacasmayo,  San Martín de Porres, Lima",350m²Superficie total,350m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 865,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-5-a-mas-dormitorios-57926177,https://img10.naventcdn.com/avisos/111/00/57/92/61/77/720x532/205058858.jpg
223,"LA MOLINA VIEJA ,  La Molina, Lima",465m²Superficie total,350m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,493,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-57791118,https://img10.naventcdn.com/avisos/111/00/57/79/11/18/720x532/202907506.jpg
224,"Calle EL CUADRO MZB S/N,  Chaclacayo, Chaclacayo",217m²Superficie total,107m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,37Antigüedad,No hay informacion,No hay informacion,"S/ 765,000",40,https://urbania.pe/inmueble/venta-de-casa-en-chaclacayo-chaclacayo-3-dormitorios-58084059,https://img10.naventcdn.com/avisos/111/00/58/08/40/59/720x532/209634072.jpg
225,"LAS FLORES,  San Juan de Lurigancho, Lima",180m²Superficie total,90m²Superficie techada,0Estacionamientos,1Medio baño,0Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 421,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-58229946,https://img10.naventcdn.com/avisos/111/00/58/22/99/46/720x532/209983209.jpg
226,"AV. LA MOLINA 1020,  Sol De La Molina, La Molina",1011m²Superficie total,245m²Superficie techada,4Estacionamientos,1Medio baño,3Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 3,740,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sol-de-la-molina-la-molina-3-dormitorios-58293197,https://img10.naventcdn.com/avisos/111/00/58/29/31/97/720x532/210938987.jpg
227,"Por el Colegio Pio XII,  Monterrico Chico, Santiago de Surco",67m²Superficie total,180m²Superficie techada,0Estacionamientos,1Medio baño,4Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 946,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-monterrico-chico-santiago-de-surco-4-dormitorios-13427512,https://img10.naventcdn.com/avisos/111/00/13/42/75/12/720x532/199972973.jpg
228,"La Floresta,  Chaclacayo, Chaclacayo",1400m²Superficie total,560m²Superficie techada,5Estacionamientos,No hay informacion,3Dormitorios,2Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,992,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chaclacayo-chaclacayo-3-dormitorios-13364043,https://img10.naventcdn.com/avisos/111/00/13/36/40/43/720x532/198627853.jpg
229,"condominio puesta de sol,  Asia, Cañete",180m²Superficie total,160m²Superficie techada,2Estacionamientos,1Medio baño,0Dormitorios,4Antigüedad,No hay informacion,No hay informacion,"S/ 918,000",550,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-58278706,https://img10.naventcdn.com/avisos/111/00/58/27/87/06/720x532/210718667.jpg
230," Rinconada Del Lago, La Molina",1000m²Superficie total,337m²Superficie techada,10Estacionamientos,No hay informacion,4Dormitorios,19Antigüedad,No hay informacion,No hay informacion,"S/ 2,970,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-4-dormitorios-58209220,https://img10.naventcdn.com/avisos/111/00/58/20/92/20/720x532/209638106.jpg
231,"JR. QUIROGA 491, URB. TAMBO DE MONTERRICO, SURCO,  Tambo De Monterrico, Santiago de Surco",300m²Superficie total,207m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,45Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,022,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-tambo-de-monterrico-santiago-de-surco-4-dormitorios-13448394,https://img10.naventcdn.com/avisos/111/00/13/44/83/94/720x532/200424042.jpg
232,"Urb. Villa Corpac,  Villa Corpac, Carabayllo",193m²Superficie total,193m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 399,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-corpac-carabayllo-5-a-mas-dormitorios-58216175,https://img10.naventcdn.com/avisos/111/00/58/21/61/75/720x532/209749668.jpg
233," Sc.2 Gr.13, Villa el Salvador",140m²Superficie total,140m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 290,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sc2-gr13-villa-el-salvador-5-a-mas-dormitorios-58333175,https://img10.naventcdn.com/avisos/111/00/58/33/31/75/720x532/211543710.jpg
234,"Calle Sandy,  La Molina, Lima",1165m²Superficie total,580m²Superficie techada,4Estacionamientos,1Medio baño,4Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 3,400,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58176164,https://img10.naventcdn.com/avisos/111/00/58/17/61/64/720x532/209166327.jpg
235,"avenida las platas rojas Mz, J-3 Lt. 44, SANTA ROSA, San Juan de Lurigancho,  San Juan de Lurigancho, Lima",200m²Superficie total,170m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 670,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-4-dormitorios-58255658,https://img10.naventcdn.com/avisos/111/00/58/25/56/58/720x532/210396983.jpg
