,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
68," La Molina, Lima",200m²Superficie total,170m²Superficie techada,No hay informacion,1Medio baño,3Dormitorios,17Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,079,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-12432836,https://img10.naventcdn.com/avisos/111/00/12/43/28/36/720x532/179688675.jpg
69,"Condominio Las Terrazas,  Sarapampa, Asia",220m²Superficie total,310m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,1Antigüedad,No hay informacion,No hay informacion,"S/ 1,294,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sarapampa-asia-4-dormitorios-13242761,https://img10.naventcdn.com/avisos/111/00/13/24/27/61/720x532/195992958.jpg
70," San Juan de Lurigancho, Lima",No hay informacion,202m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 726,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-4-dormitorios-58174174,https://img10.naventcdn.com/avisos/111/00/58/17/41/74/720x532/209084495.jpg
71,"Valle Hermoso,  Valle Hermoso Oeste, Santiago de Surco",451m²Superficie total,328m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,755,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-valle-hermoso-oeste-santiago-de-surco-4-dormitorios-12856595,https://img10.naventcdn.com/avisos/111/00/12/85/65/95/720x532/186601770.jpg
72,"Calle EL MONTICULO,  La Molina, Lima",700m²Superficie total,700m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 3,630,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-3-dormitorios-57833687,https://img10.naventcdn.com/avisos/111/00/57/83/36/87/720x532/203576669.jpg
73," Ancón, Lima",97m²Superficie total,67m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,3Antigüedad,No hay informacion,No hay informacion,"S/ 245,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ancon-lima-4-dormitorios-58328387,https://img10.naventcdn.com/avisos/111/00/58/32/83/87/720x532/211471051.jpg
74,"VIVIENDA Y NEGOCIO - CASA / A UNA CUADRA DE MERCADO Y LOCALES COMERCIALES,  Santa Luzmila, Comas",220m²Superficie total,136m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 497,668",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-luzmila-comas-4-dormitorios-13430940,https://img10.naventcdn.com/avisos/111/00/13/43/09/40/720x532/200083977.jpg
75,"Avenida Guillermo Suárez 3xx,  El Bosque, Rímac",155m²Superficie total,80m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 531,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-bosque-rimac-5-a-mas-dormitorios-13482027,https://img10.naventcdn.com/avisos/111/00/13/48/20/27/720x532/201089892.jpg
76,"CALLE PARKINSONIAS 300 LA MOLINA juanp,  La Molina Vieja, La Molina",465m²Superficie total,350m²Superficie techada,3Estacionamientos,1Medio baño,3Dormitorios,16Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,456,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-vieja-la-molina-3-dormitorios-13421909,https://img10.naventcdn.com/avisos/111/00/13/42/19/09/720x532/199784453.jpg
77,"Casuarinas,  Las Casuarinas, Santiago de Surco",1750m²Superficie total,600m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,19Antigüedad,Parques Cercanos ,No hay informacion,"S/ 8,565,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-casuarinas-santiago-de-surco-4-dormitorios-13498146,https://img10.naventcdn.com/avisos/111/00/13/49/81/46/720x532/201425467.jpg
78," Residencial Monterrico, La Molina",1000m²Superficie total,500m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 5,610,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-residencial-monterrico-la-molina-4-dormitorios-13173658,https://img10.naventcdn.com/avisos/111/00/13/17/36/58/720x532/194448376.jpg
79,"AV. LAS ARTES NORTE,  San Borja, San Borja",380m²Superficie total,380m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,27Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,324,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-san-borja-5-a-mas-dormitorios-13169997,https://img10.naventcdn.com/avisos/111/00/13/16/99/97/720x532/194369750.jpg
80," Aurora, Miraflores",430m²Superficie total,330m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,31Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,191,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-aurora-miraflores-3-dormitorios-13329288,https://img10.naventcdn.com/avisos/111/00/13/32/92/88/720x532/198050775.jpg
81,"Calle El Horizonte 300,  La Molina, Lima",2000m²Superficie total,800m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 9,240,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58108612,https://img10.naventcdn.com/avisos/111/00/58/10/86/12/720x532/208067771.jpg
82,"jr usandizaga,  Las Begonias, San Borja",307m²Superficie total,228m²Superficie techada,2Estacionamientos,1Medio baño,5Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 1,298,962",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-begonias-san-borja-5-a-mas-dormitorios-58355888,https://img10.naventcdn.com/avisos/111/00/58/35/58/88/720x532/211961620.jpg
83,"Gozzoli Norte  100,  Las Artes, San Borja",400m²Superficie total,378m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 2,224,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-artes-san-borja-4-dormitorios-13245992,https://img10.naventcdn.com/avisos/111/00/13/24/59/92/720x532/196074059.jpg
84,"LA MOLINA 1,  La Molina Vieja, La Molina",250m²Superficie total,317m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,556,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-vieja-la-molina-3-dormitorios-13176246,https://img10.naventcdn.com/avisos/111/00/13/17/62/46/720x532/194503721.jpg
85,"Mz O1 Lote 7 A1 Etapa Primera,San Juan de Lurigancho / Rocio Navarro  960348536,  San Juan de Lurigancho, Lima",140m²Superficie total,106m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 432,900",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-3-dormitorios-58100007,https://img10.naventcdn.com/avisos/111/00/58/10/00/07/720x532/207942812.jpg
86,"Alameda Juan Pablo Viscardo y Guzman cuadra 5,  Los Precursores, Santiago de Surco",130m²Superficie total,130m²Superficie techada,0Estacionamientos,1Medio baño,5Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 962,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-precursores-santiago-de-surco-5-a-mas-dormitorios-13111071,https://img10.naventcdn.com/avisos/111/00/13/11/10/71/720x532/193095467.jpg
87," San Martín de Porres, Lima",No hay informacion,110m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,60Antigüedad,No hay informacion,No hay informacion,"S/ 306,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-2-dormitorios-58061558,https://img10.naventcdn.com/avisos/111/00/58/06/15/58/720x532/207354042.jpg
88,"Los condes, portada de la Planicie,  La Molina, Lima",650m²Superficie total,500m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,822,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-13405125, 
89," Chilca, Cañete",No hay informacion,217m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,2Antigüedad,No hay informacion,No hay informacion,"S/ 200,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chilca-canete-4-dormitorios-58000549,https://img10.naventcdn.com/avisos/111/00/58/00/05/49/720x532/206412620.jpg
90,"Av. Los Proceres,  Rímac, Lima",64m²Superficie total,64m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 286,380",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rimac-lima-2-dormitorios-58065468,https://img10.naventcdn.com/avisos/111/00/58/06/54/68/720x532/207415044.jpg
91," Lima Cercado, Lima",160m²Superficie total,160m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 647,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-cercado-lima-3-dormitorios-58306793,https://img10.naventcdn.com/avisos/111/00/58/30/67/93/720x532/211148534.jpg
92,"Mz. J Lt. 10,  Ate Vitarte, Lima",159m²Superficie total,159m²Superficie techada,0Estacionamientos,No hay informacion,No hay informacion,17Antigüedad,No hay informacion,No hay informacion,"S/ 310,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ate-vitarte-lima-1-dormitorio-58315086,https://img10.naventcdn.com/avisos/111/00/58/31/50/86/720x532/211276698.jpg
93," Santiago de Surco, Lima",220m²Superficie total,220m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 2,065,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58371596,https://img10.naventcdn.com/avisos/111/00/58/37/15/96/720x532/212240833.jpg
94," Los Olivos, Lima",500m²Superficie total,440m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 650,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-olivos-lima-5-a-mas-dormitorios-58112504,https://img10.naventcdn.com/avisos/111/00/58/11/25/04/720x532/208126959.jpg
95," Santiago de Surco, Lima",No hay informacion,188m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 1,419,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58009827,https://img10.naventcdn.com/avisos/111/00/58/00/98/27/720x532/206547334.jpg
96," Chocalla, Asia",242m²Superficie total,242m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,4Antigüedad,Parque Interno ,No hay informacion,"S/ 653,250",700,https://urbania.pe/inmueble/venta-de-casa-en-chocalla-asia-4-dormitorios-13258956,https://img10.naventcdn.com/avisos/111/00/13/25/89/56/720x532/196381147.jpg
97," La Encantada De Villa, Chorrillos",1178m²Superficie total,400m²Superficie techada,4Estacionamientos,1Medio baño,4Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"USD 680,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-encantada-de-villa-chorrillos-4-dormitorios-58083919,https://img10.naventcdn.com/avisos/111/00/58/08/39/19/720x532/207709354.jpg
98," Santa Teresa, Santiago de Surco",525m²Superficie total,350m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,23Antigüedad,No hay informacion,No hay informacion,"S/ 3,818,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-teresa-santiago-de-surco-3-dormitorios-13211680,https://img10.naventcdn.com/avisos/111/00/13/21/16/80/720x532/195290978.jpg
99,"Av. Los Ingenieros 4xx,  Santiago de Surco, Lima",368m²Superficie total,368m²Superficie techada,2Estacionamientos,1Medio baño,3Dormitorios,17Antigüedad,No hay informacion,No hay informacion,"S/ 2,171,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-3-dormitorios-58438533,https://img10.naventcdn.com/avisos/111/00/58/43/85/33/720x532/213711285.jpg
100," Mariscal Ramon Castilla, San Borja",480m²Superficie total,412m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,35Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,500,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-mariscal-ramon-castilla-san-borja-5-a-mas-dormitorios-58274842,https://img10.naventcdn.com/avisos/111/00/58/27/48/42/720x532/210663572.jpg
101," Chosica (Lurigancho), Lima",453m²Superficie total,247m²Superficie techada,0Estacionamientos,No hay informacion,7Dormitorios,37Antigüedad,No hay informacion,No hay informacion,"S/ 898,880",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chosica-lurigancho-lima-5-a-mas-dormitorios-58220156,https://img10.naventcdn.com/avisos/111/00/58/22/01/56/720x532/209814361.jpg
102," Punta Negra, Lima",120m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 293,632",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-punta-negra-lima-3-dormitorios-58156134,https://img10.naventcdn.com/avisos/111/00/58/15/61/34/720x532/208785475.jpg
103," San Miguel, Lima",133m²Superficie total,133m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 837,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-3-dormitorios-57994658,https://img10.naventcdn.com/avisos/111/00/57/99/46/58/720x532/206355108.jpg
104,"Jr. Lastenia la Riva de Llona,  Breña, Lima",300m²Superficie total,300m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,41Antigüedad,No hay informacion,No hay informacion,"S/ 765,900",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-brena-lima-4-dormitorios-57867831,https://img10.naventcdn.com/avisos/111/00/57/86/78/31/720x532/204068695.jpg
105,"PASAJE SANTIAGO,  Jesús María, Lima",100m²Superficie total,85m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,53Antigüedad,Parques Cercanos ,No hay informacion,"S/ 448,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-jesus-maria-lima-2-dormitorios-13426462,https://img10.naventcdn.com/avisos/111/00/13/42/64/62/720x532/199937856.jpg
106,"paj. Mateo Pumacahua  181 Av. Universitaria con Av. Micaela Urb. San Agustin,  San Agustin, Comas",180m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 388,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-agustin-comas-5-a-mas-dormitorios-13396597,https://img10.naventcdn.com/avisos/111/00/13/39/65/97/720x532/199247736.jpg
107,"Altura Km. 42 de la Carretera Central , Ricardo Palma, Huarochirí.,  Santa Ana, Ricardo Palma",9771m²Superficie total,500m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,2Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,984,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-ana-ricardo-palma-5-a-mas-dormitorios-13280151,https://img10.naventcdn.com/avisos/111/00/13/28/01/51/720x532/196857436.jpg
108,"Javier Prado Oeste al 500,  Lima, Lima",No hay informacion,No hay informacion,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 600,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-3-dormitorios-58061735,https://img10.naventcdn.com/avisos/111/00/58/06/17/35/720x532/207516940.jpg
109," Puente Piedra, Lima",153m²Superficie total,180m²Superficie techada,0Estacionamientos,No hay informacion,6Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 422,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-puente-piedra-lima-5-a-mas-dormitorios-58340301,https://img10.naventcdn.com/avisos/111/00/58/34/03/01/720x532/211671199.jpg
110,"Calle Pedro Dávalos ,  Lima Cercado, Lima",400m²Superficie total,399m²Superficie techada,0Estacionamientos,1Medio baño,9Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 1,005,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-cercado-lima-5-a-mas-dormitorios-58175884,https://img10.naventcdn.com/avisos/111/00/58/17/58/84/720x532/209108940.jpg
111," Carabayllo, Lima",120m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,12Antigüedad,Parques Cercanos ,No hay informacion,"S/ 310,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-3-dormitorios-57819675,https://img10.naventcdn.com/avisos/111/00/57/81/96/75/720x532/203370545.jpg
112,"La Fragata La Molina,  Las Lagunas De La Molina, La Molina",1135m²Superficie total,420m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 3,735,000",620,https://urbania.pe/inmueble/venta-de-casa-en-las-lagunas-de-la-molina-la-molina-5-a-mas-dormitorios-13132769,https://img10.naventcdn.com/avisos/111/00/13/13/27/69/720x532/193562545.jpg
113,"Los Aperos 345 ,  El Remanso, La Molina",492m²Superficie total,320m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,30Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,826,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-remanso-la-molina-5-a-mas-dormitorios-13486508,https://img10.naventcdn.com/avisos/111/00/13/48/65/08/720x532/201193302.jpg
114," San Isidro, Lima",No hay informacion,378m²Superficie techada,2Estacionamientos,1Medio baño,7Dormitorios,29Antigüedad,No hay informacion,No hay informacion,"S/ 3,774,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-58057380,https://img10.naventcdn.com/avisos/111/00/58/05/73/80/720x532/207289439.jpg
115,"Calle WANCHUY 345,  San Juan de Lurigancho, Lima",230m²Superficie total,230m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 531,840",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-5-a-mas-dormitorios-13470525,https://img10.naventcdn.com/avisos/111/00/13/47/05/25/720x532/200804916.jpg
116,"RINCONADA DEL LAGO,  Rinconada Del Lago, La Molina",490m²Superficie total,450m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,652,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-4-dormitorios-12843226,https://img10.naventcdn.com/avisos/111/00/12/84/32/26/720x532/191793413.jpg
117,"Calle Porras Osores 450,  San Isidro, Lima",900m²Superficie total,640m²Superficie techada,6Estacionamientos,1Medio baño,5Dormitorios,49Antigüedad,Parques Cercanos ,No hay informacion,Consultar precio,No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-13473109,https://img10.naventcdn.com/avisos/111/00/13/47/31/09/720x532/200860179.jpg
118," San Martín de Porres, Lima",156m²Superficie total,156m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 717,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-3-dormitorios-57916914,https://img10.naventcdn.com/avisos/111/00/57/91/69/14/720x532/204913994.jpg
119,"Av. San Juan,  Carabayllo, Lima",75m²Superficie total,75m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,7Antigüedad,Parques Cercanos ,No hay informacion,"S/ 140,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-4-dormitorios-13334363,https://img10.naventcdn.com/avisos/111/00/13/33/43/63/720x532/206256096.jpg
120,"Las Palmeras,  Las Palmeras, La Molina",160m²Superficie total,222m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,079,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-palmeras-la-molina-3-dormitorios-13045211,https://img10.naventcdn.com/avisos/111/00/13/04/52/11/720x532/191700018.jpg
121,"CALLE PREISING,  San Borja, Lima",852m²Superficie total,852m²Superficie techada,6Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,500,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-13431132,https://img10.naventcdn.com/avisos/111/00/13/43/11/32/720x532/200087055.jpg
122," San Antonio, Carabayllo",121m²Superficie total,100m²Superficie techada,No hay informacion,1Medio baño,2Dormitorios,2Antigüedad,No hay informacion,No hay informacion,"S/ 290,700",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-antonio-carabayllo-2-dormitorios-58345189,https://img10.naventcdn.com/avisos/111/00/58/34/51/89/720x532/211747947.jpg
123," Barranco, Lima",348m²Superficie total,410m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"USD 750,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-barranco-lima-4-dormitorios-58204184,https://img10.naventcdn.com/avisos/111/00/58/20/41/84/720x532/209555759.jpg
124," Santiago de Surco, Lima",No hay informacion,188m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 1,419,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58009827,https://img10.naventcdn.com/avisos/111/00/58/00/98/27/720x532/206547334.jpg
125,"Villa Club,  Carabayllo, Lima",76m²Superficie total,74m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,4Antigüedad,No hay informacion,No hay informacion,"S/ 216,117",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-3-dormitorios-58060903,https://img10.naventcdn.com/avisos/111/00/58/06/09/03/720x532/207344762.jpg
126,"Av. Jorge chavez,  Santiago de Surco, Lima",196m²Superficie total,196m²Superficie techada,No hay informacion,No hay informacion,No hay informacion,53Antigüedad,No hay informacion,No hay informacion,"S/ 685,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-1-dormitorio-58071892,https://img10.naventcdn.com/avisos/111/00/58/07/18/92/720x532/207515389.jpg
127," Santiago de Surco, Lima",No hay informacion,188m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 1,419,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58009827,https://img10.naventcdn.com/avisos/111/00/58/00/98/27/720x532/206547334.jpg
128,"Jr. Genaro Numa,  San Juan de Miraflores, Lima",300m²Superficie total,300m²Superficie techada,No hay informacion,No hay informacion,6Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 592,740",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-miraflores-lima-5-a-mas-dormitorios-58096941,https://img10.naventcdn.com/avisos/111/00/58/09/69/41/720x532/207898315.jpg
129," Callao, Lima",67m²Superficie total,64m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,89Antigüedad,No hay informacion,No hay informacion,"S/ 131,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-callao-lima-58193128,https://img10.naventcdn.com/avisos/111/00/58/19/31/28/720x532/209381630.jpg
130," Ate Vitarte, Lima",160m²Superficie total,160m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 993,270",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ate-vitarte-lima-3-dormitorios-58132789,https://img10.naventcdn.com/avisos/111/00/58/13/27/89/720x532/208453838.jpg
131,"Echeverria al 800,  Lima, Lima",No hay informacion,No hay informacion,0Estacionamientos,1Medio baño,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 350,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-3-dormitorios-58278533,https://img10.naventcdn.com/avisos/111/00/58/27/85/33/720x532/210715556.jpg
132,"Jr. Prolongación Ayacucho,  San Miguel, Lima",188m²Superficie total,188m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,30Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,120,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-58252888,https://img10.naventcdn.com/avisos/111/00/58/25/28/88/720x532/210349275.jpg
133," El Pinar, Comas",214m²Superficie total,197m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,27Antigüedad,No hay informacion,No hay informacion,"S/ 530,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-pinar-comas-5-a-mas-dormitorios-58346056,https://img10.naventcdn.com/avisos/111/00/58/34/60/56/720x532/211762365.jpg
134,"Calle Acapulco 841,  El Sol De La Molina, La Molina",511m²Superficie total,470m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,307,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-5-a-mas-dormitorios-13332654,https://img10.naventcdn.com/avisos/111/00/13/33/26/54/720x532/198127027.jpg
135," Surco, Santiago de Surco",293m²Superficie total,183m²Superficie techada,No hay informacion,1Medio baño,No hay informacion,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,350,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-surco-santiago-de-surco-1-dormitorio-58321835,https://img10.naventcdn.com/avisos/111/00/58/32/18/35/720x532/211378096.jpg
136," Huacho, Huaura",255m²Superficie total,255m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,2Antigüedad,No hay informacion,No hay informacion,"S/ 662,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huacho-huaura-4-dormitorios-58470148,https://img10.naventcdn.com/avisos/111/00/58/47/01/48/720x532/214240163.jpg
137," La Planicie, La Molina",600m²Superficie total,420m²Superficie techada,4Estacionamientos,No hay informacion,3Dormitorios,5Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,888,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-3-dormitorios-12899726,https://img10.naventcdn.com/avisos/111/00/12/89/97/26/720x532/187798968.jpg
138," Santa Catalina, La Victoria",320m²Superficie total,320m²Superficie techada,2Estacionamientos,1Medio baño,6Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,530,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-catalina-la-victoria-5-a-mas-dormitorios-58249962,https://img10.naventcdn.com/avisos/111/00/58/24/99/62/720x532/210306828.jpg
