,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
70," San Juan de Lurigancho, Lima",240m²Superficie total,240m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 770,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-4-dormitorios-58262608,https://img10.naventcdn.com/avisos/111/00/58/26/26/08/720x532/210504890.jpg
71," Pueblo Libre, Lima",267m²Superficie total,109m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 1,009,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-5-a-mas-dormitorios-58262592,https://img10.naventcdn.com/avisos/111/00/58/26/25/92/720x532/210503894.jpg
72," Huacho, Huaura",255m²Superficie total,255m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,2Antigüedad,No hay informacion,No hay informacion,"S/ 662,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huacho-huaura-4-dormitorios-58470148,https://img10.naventcdn.com/avisos/111/00/58/47/01/48/720x532/214240163.jpg
73," Huaral, Huaral",1028m²Superficie total,205m²Superficie techada,0Estacionamientos,1Medio baño,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 720,250",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huaral-huaral-4-dormitorios-58096717,https://img10.naventcdn.com/avisos/111/00/58/09/67/17/720x532/207894500.jpg
74,"Calle EL CUADRO MZB S/N,  Chaclacayo, Chaclacayo",217m²Superficie total,107m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,37Antigüedad,No hay informacion,No hay informacion,"S/ 765,000",40,https://urbania.pe/inmueble/venta-de-casa-en-chaclacayo-chaclacayo-3-dormitorios-58084059,https://img10.naventcdn.com/avisos/111/00/58/08/40/59/720x532/209634072.jpg
75," Magdalena, Lima",268m²Superficie total,243m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 1,749,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-magdalena-lima-4-dormitorios-58032007,https://img10.naventcdn.com/avisos/111/00/58/03/20/07/720x532/206888377.jpg
76,"Manzana C Lote 46,  Villa Corpac, Carabayllo",190m²Superficie total,190m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 415,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-corpac-carabayllo-3-dormitorios-13373858,https://img10.naventcdn.com/avisos/111/00/13/37/38/58/720x532/198784049.jpg
77,"RINCONADA DEL LAGO PRIMERA ETAPA,  Rinconada Del Lago, La Molina",332m²Superficie total,303m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,1Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,257,600",140,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-4-dormitorios-13163918,https://img10.naventcdn.com/avisos/111/00/13/16/39/18/720x532/194236033.jpg
78,"URB. FIORI,  Fiori, San Martín de Porres",130m²Superficie total,130m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 586,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-fiori-san-martin-de-porres-4-dormitorios-13114522,https://img10.naventcdn.com/avisos/111/00/13/11/45/22/720x532/198379971.jpg
79," Miraflores, Lima",220m²Superficie total,220m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,058,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-13375486,https://img10.naventcdn.com/avisos/111/00/13/37/54/86/720x532/198837780.jpg
80," Miraflores, Lima",215m²Superficie total,138m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 1,518,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-4-dormitorios-58262164,https://img10.naventcdn.com/avisos/111/00/58/26/21/64/720x532/210497398.jpg
81," Santa Monica, San Isidro",223m²Superficie total,317m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,49Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,722,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-monica-san-isidro-4-dormitorios-13455303,https://img10.naventcdn.com/avisos/111/00/13/45/53/03/720x532/200546739.jpg
82,"Urb. Monterrico,  Lima, Lima",No hay informacion,No hay informacion,No hay informacion,1Medio baño,4Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 957,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-4-dormitorios-58219584,https://img10.naventcdn.com/avisos/111/00/58/21/95/84/720x532/209806912.jpg
83,"Jr. Los Tulipanes,  Lima Cercado, Lima",438m²Superficie total,438m²Superficie techada,No hay informacion,No hay informacion,17Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,198,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-cercado-lima-5-a-mas-dormitorios-58168546,https://img10.naventcdn.com/avisos/111/00/58/16/85/46/720x532/208994978.jpg
84," Santa Anita, Lima",200m²Superficie total,200m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,8Antigüedad,Parques Cercanos ,No hay informacion,"S/ 837,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-anita-lima-4-dormitorios-58244364,https://img10.naventcdn.com/avisos/111/00/58/24/43/64/720x532/210211197.jpg
85,"Jr. Juan Bujanda,  La Victoria, Lima",242m²Superficie total,242m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,032,300",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-victoria-lima-5-a-mas-dormitorios-57927286,https://img10.naventcdn.com/avisos/111/00/57/92/72/86/720x532/205076544.jpg
86,"Lloque Yupanqui 14xx,  Jesús María, Lima",180m²Superficie total,180m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,Consultar precio,No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-jesus-maria-lima-5-a-mas-dormitorios-13476615,https://img10.naventcdn.com/avisos/111/00/13/47/66/15/720x532/200937049.jpg
87," Las Lagunas De La Molina, La Molina",1112m²Superficie total,434m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,45Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,795,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-lagunas-de-la-molina-la-molina-4-dormitorios-58216736,https://img10.naventcdn.com/avisos/111/00/58/21/67/36/720x532/209759779.jpg
88,"Casa EN Miraflores 5 Dormitorios CON Jardines EN LA Aurora - Miraflores,  Miraflores, Lima",275m²Superficie total,No hay informacion,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,743,019",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-58333827,https://img10.naventcdn.com/avisos/111/00/58/33/38/27/720x532/211554020.jpg
89," Lince, Lima",137m²Superficie total,52m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 660,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lince-lima-3-dormitorios-58252197,https://img10.naventcdn.com/avisos/111/00/58/25/21/97/720x532/210338154.jpg
90," Previ, Los Olivos",180m²Superficie total,100m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 468,720",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-previ-los-olivos-4-dormitorios-58221087,https://img10.naventcdn.com/avisos/111/00/58/22/10/87/720x532/209828544.jpg
91," Corpac, San Isidro",396m²Superficie total,340m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,9Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,660,700",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-corpac-san-isidro-4-dormitorios-13507640,https://img10.naventcdn.com/avisos/111/00/13/50/76/40/720x532/201649699.jpg
92,"Nueva Toledo,  Cieneguilla, Cieneguilla",2711m²Superficie total,650m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,10Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,822,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-cieneguilla-cieneguilla-5-a-mas-dormitorios-13184837,https://img10.naventcdn.com/avisos/111/00/13/18/48/37/720x532/194685895.jpg
93," San Juan de Lurigancho, Lima",443m²Superficie total,385m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,660,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-4-dormitorios-13339434,https://img10.naventcdn.com/avisos/111/00/13/33/94/34/720x532/198278445.jpg
94,"Batallón Callao Norte 1XX,  Chacarilla Del Estanque, Santiago de Surco",300m²Superficie total,290m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,490,000",200,https://urbania.pe/inmueble/venta-de-casa-en-chacarilla-del-estanque-santiago-de-surco-4-dormitorios-13243143,https://img10.naventcdn.com/avisos/111/00/13/24/31/43/720x532/196004310.jpg
95," Rímac, Lima",165m²Superficie total,105m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 567,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rimac-lima-3-dormitorios-58252718,https://img10.naventcdn.com/avisos/111/00/58/25/27/18/720x532/210346300.jpg
96,"Los Petirrojos 400,  Lima, Lima",No hay informacion,No hay informacion,0Estacionamientos,1Medio baño,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 500,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-4-dormitorios-58280064,https://img10.naventcdn.com/avisos/111/00/58/28/00/64/720x532/210738310.jpg
97,"FUNDO LOS TILOS - PANAMERICANA SUR KM. 61.5,  Chilca, Cañete",5200m²Superficie total,300m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 2,158,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chilca-canete-5-a-mas-dormitorios-12876276,https://img10.naventcdn.com/avisos/111/00/12/87/62/76/720x532/192122301.jpg
98," Santiago de Surco, Lima",250m²Superficie total,250m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 1,500,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58064974,https://img10.naventcdn.com/avisos/111/00/58/06/49/74/720x532/207437537.jpg
99," Huacho, Huaura",180m²Superficie total,180m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 472,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huacho-huaura-4-dormitorios-58445955,https://img10.naventcdn.com/avisos/111/00/58/44/59/55/720x532/213848801.jpg
100,"Pedro Benvenutto,  San Miguel, Lima",348m²Superficie total,348m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,33Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,424,280",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-13316364,https://img10.naventcdn.com/avisos/111/00/13/31/63/64/720x532/197736465.jpg
101,"Rinconada del lago,  Rinconada Del Lago, La Molina",1270m²Superficie total,300m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 4,299,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-4-dormitorios-13483557,https://img10.naventcdn.com/avisos/111/00/13/48/35/57/720x532/201116318.jpg
102,"Condominio El Ensueño,  Ricardo Palma, Huarochirí",2490m²Superficie total,1050m²Superficie techada,5Estacionamientos,1Medio baño,5Dormitorios,2Antigüedad,Parque Interno ,No hay informacion,"S/ 2,988,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ricardo-palma-huarochiri-5-a-mas-dormitorios-13206020,https://img10.naventcdn.com/avisos/111/00/13/20/60/20/720x532/195159368.jpg
103,"CASA DE PLAYA,  Asia, Cañete",260m²Superficie total,460m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 1,494,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-4-dormitorios-13298850,https://img10.naventcdn.com/avisos/111/00/13/29/88/50/720x532/197306466.jpg
104," San Miguel, Lima",330m²Superficie total,220m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,40Antigüedad,Parque Interno ,No hay informacion,"S/ 1,088,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-5-a-mas-dormitorios-58157165,https://img10.naventcdn.com/avisos/111/00/58/15/71/65/720x532/208803244.jpg
105," La Molina, Lima",463m²Superficie total,484m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,818,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-12905343,https://img10.naventcdn.com/avisos/111/00/12/90/53/43/720x532/196143183.jpg
106,"CALLE LOS FICUS,  San Isidro, Lima",481m²Superficie total,481m²Superficie techada,4Estacionamientos,No hay informacion,6Dormitorios,11Antigüedad,Parque Interno ,No hay informacion,"S/ 4,386,250",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-58233850,https://img10.naventcdn.com/avisos/111/00/58/23/38/50/720x532/210044879.jpg
107,"TUPAC AMARU 232,  Huacho, Huacho",175m²Superficie total,171m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 584,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huacho-huacho-4-dormitorios-58388922,https://img10.naventcdn.com/avisos/111/00/58/38/89/22/720x532/212630115.jpg
108," San Antonio, Miraflores",450m²Superficie total,450m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,469,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-antonio-miraflores-4-dormitorios-13443457,https://img10.naventcdn.com/avisos/111/00/13/44/34/57/720x532/200335662.jpg
109,"Jiron la cima 398,  Las Casuarinas Alta, Santiago de Surco",1844m²Superficie total,675m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 8,580,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-casuarinas-alta-santiago-de-surco-5-a-mas-dormitorios-13352186,https://img10.naventcdn.com/avisos/111/00/13/35/21/86/720x532/198451754.jpg
110,"EXCLUSIVA CASA IMPECABLE CON TODAS LAS COMODIDADES EN EL CONDOMINIO LA JOLLA,  La Jolla, Asia",650m²Superficie total,650m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,5Antigüedad,No hay informacion,No hay informacion,Consultar precio,No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-jolla-asia-5-a-mas-dormitorios-13486118,https://img10.naventcdn.com/avisos/111/00/13/48/61/18/720x532/201182171.jpg
111," Pando, San Miguel",170m²Superficie total,170m²Superficie techada,2Estacionamientos,No hay informacion,7Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 1,175,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pando-san-miguel-5-a-mas-dormitorios-58226387,https://img10.naventcdn.com/avisos/111/00/58/22/63/87/720x532/209912112.jpg
112,"ID 95108 Los Cipreses,  Valle Hermoso Oeste, Santiago de Surco",468m²Superficie total,383m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,32Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,390,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-valle-hermoso-oeste-santiago-de-surco-5-a-mas-dormitorios-13218122,https://img10.naventcdn.com/avisos/111/00/13/21/81/22/720x532/195439219.jpg
113,"CALLE NUEVA MIRAMAR,  Miramar 1, Ancón",180m²Superficie total,160m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 280,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miramar-1-ancon-5-a-mas-dormitorios-58227451,https://img10.naventcdn.com/avisos/111/00/58/22/74/51/720x532/209929175.jpg
114,"Jr Nicolas Alcázar,  Pueblo Libre, Lima",344m²Superficie total,344m²Superficie techada,2Estacionamientos,No hay informacion,8Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 1,570,960",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-5-a-mas-dormitorios-58337322,https://img10.naventcdn.com/avisos/111/00/58/33/73/22/720x532/211627872.jpg
115," San Isidro, Lima",713m²Superficie total,569m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 8,632",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-4-dormitorios-12463088,https://img10.naventcdn.com/avisos/111/00/12/46/30/88/720x532/180030886.jpg
116,"Calle Jose Balta,  Caballeros, Punta Hermosa",332m²Superficie total,332m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,6Antigüedad,No hay informacion,No hay informacion,"S/ 1,361,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-caballeros-punta-hermosa-5-a-mas-dormitorios-13487588,https://img10.naventcdn.com/avisos/111/00/13/48/75/88/720x532/201220827.jpg
117,"AV. LA MOLINA 1020,  Sol De La Molina, La Molina",1011m²Superficie total,245m²Superficie techada,4Estacionamientos,1Medio baño,3Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 3,740,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sol-de-la-molina-la-molina-3-dormitorios-58293197,https://img10.naventcdn.com/avisos/111/00/58/29/31/97/720x532/210938987.jpg
118," La Molina, Lima",320m²Superficie total,320m²Superficie techada,No hay informacion,1Medio baño,5Dormitorios,13Antigüedad,No hay informacion,No hay informacion,"S/ 2,197,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-58001142,https://img10.naventcdn.com/avisos/111/00/58/00/11/42/720x532/206420559.jpg
119," Punta Negra, Lima",120m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 293,632",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-punta-negra-lima-3-dormitorios-58156134,https://img10.naventcdn.com/avisos/111/00/58/15/61/34/720x532/208785475.jpg
120,"Avenida Las Aguilas Lote 4 G5,  Carabayllo, Lima",218m²Superficie total,218m²Superficie techada,0Estacionamientos,No hay informacion,8Dormitorios,3Antigüedad,No hay informacion,No hay informacion,"S/ 420,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-5-a-mas-dormitorios-58367592,https://img10.naventcdn.com/avisos/111/00/58/36/75/92/720x532/212170076.jpg
121,"AV. LAS ARTES NORTE,  San Borja, San Borja",380m²Superficie total,380m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,27Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,324,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-san-borja-5-a-mas-dormitorios-13169997,https://img10.naventcdn.com/avisos/111/00/13/16/99/97/720x532/194369750.jpg
122,"Av. Colonial 2612,  Lima Cercado, Lima",224m²Superficie total,224m²Superficie techada,0Estacionamientos,1Medio baño,3Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 1,155,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-cercado-lima-3-dormitorios-57905558,https://img10.naventcdn.com/avisos/111/00/57/90/55/58/720x532/204735521.jpg
123,"condominio los farallones,  Asia, Cañete",155m²Superficie total,155m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,2Antigüedad,No hay informacion,No hay informacion,"S/ 1,172,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-4-dormitorios-58411016,https://img10.naventcdn.com/avisos/111/00/58/41/10/16/720x532/213229516.jpg
124,"AV. LIBERTAD 246,  San Miguel, Lima",35m²Superficie total,35m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,27Antigüedad,No hay informacion,No hay informacion,"S/ 254,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-2-dormitorios-58260012,https://img10.naventcdn.com/avisos/111/00/58/26/00/12/720x532/210462731.jpg
125," Rinconada Del Lago, La Molina",305m²Superficie total,200m²Superficie techada,2Estacionamientos,1Medio baño,3Dormitorios,11Antigüedad,No hay informacion,No hay informacion,"S/ 1,785,000","1,100",https://urbania.pe/inmueble/venta-de-casa-en-rinconada-del-lago-la-molina-3-dormitorios-58254807,https://img10.naventcdn.com/avisos/111/00/58/25/48/07/720x532/210379430.jpg
126,"LA MOLINA 1,  La Molina Vieja, La Molina",250m²Superficie total,317m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,556,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-vieja-la-molina-3-dormitorios-13176246,https://img10.naventcdn.com/avisos/111/00/13/17/62/46/720x532/194503721.jpg
127,"Calle Acapulco,  La Molina, Lima",323m²Superficie total,354m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,131,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-13362498,https://img10.naventcdn.com/avisos/111/00/13/36/24/98/720x532/198655824.jpg
128,"JR. QUIROGA 491, URB. TAMBO DE MONTERRICO, SURCO,  Tambo De Monterrico, Santiago de Surco",300m²Superficie total,207m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,45Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,022,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-tambo-de-monterrico-santiago-de-surco-4-dormitorios-13448394,https://img10.naventcdn.com/avisos/111/00/13/44/83/94/720x532/200424042.jpg
129,"Nueva Toledo 1ra. Etapa,  Cieneguilla, Lima",4971m²Superficie total,455m²Superficie techada,5Estacionamientos,1Medio baño,4Dormitorios,20Antigüedad,Parque Interno ,No hay informacion,"S/ 4,648,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-cieneguilla-lima-4-dormitorios-13374931,https://img10.naventcdn.com/avisos/111/00/13/37/49/31/720x532/198818863.jpg
130,"Jiron Moore 2 ,  Magdalena Del Mar, Magdalena",120m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,4Antigüedad,No hay informacion,No hay informacion,"S/ 465,060",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-magdalena-del-mar-magdalena-4-dormitorios-58207585,https://img10.naventcdn.com/avisos/111/00/58/20/75/85/720x532/209610113.jpg
131,"CALLE EL ANCLA 217,  La Molina, Lima",1003m²Superficie total,281m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,37Antigüedad,No hay informacion,No hay informacion,"S/ 3,300,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58195928,https://img10.naventcdn.com/avisos/111/00/58/19/59/28/720x532/209423798.jpg
132," Ate Vitarte, Lima",230m²Superficie total,160m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 765,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ate-vitarte-lima-5-a-mas-dormitorios-58252453,https://img10.naventcdn.com/avisos/111/00/58/25/24/53/720x532/210342477.jpg
133,"Av.Ingenieros con Av.Separadora Industrial,  Santa Raquel, Ate Vitarte",200m²Superficie total,200m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 830,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-raquel-ate-vitarte-5-a-mas-dormitorios-13498249,https://img10.naventcdn.com/avisos/111/00/13/49/82/49/720x532/201430212.jpg
134,"El buen horno,  Chocalla, Asia",900m²Superficie total,350m²Superficie techada,0Estacionamientos,1Medio baño,5Dormitorios,7Antigüedad,Parque Interno ,No hay informacion,"S/ 1,474,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chocalla-asia-5-a-mas-dormitorios-58215745,https://img10.naventcdn.com/avisos/111/00/58/21/57/45/720x532/209741815.jpg
135," Santiago de Surco, Lima",313m²Superficie total,313m²Superficie techada,2Estacionamientos,1Medio baño,5Dormitorios,12Antigüedad,No hay informacion,No hay informacion,"S/ 980,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58227609,https://img10.naventcdn.com/avisos/111/00/58/22/76/09/720x532/210744563.jpg
136,"Avenida Salaverry cuadra 8,  Jesús María, Lima",276m²Superficie total,276m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,80Antigüedad,No hay informacion,No hay informacion,"S/ 3,104,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-jesus-maria-lima-5-a-mas-dormitorios-13297740,https://img10.naventcdn.com/avisos/111/00/13/29/77/40/720x532/197282321.jpg
137,"Mz O1 Lote 7 A1 Etapa Primera,San Juan de Lurigancho / Rocio Navarro  960348536,  San Juan de Lurigancho, Lima",140m²Superficie total,106m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 432,900",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-3-dormitorios-58100007,https://img10.naventcdn.com/avisos/111/00/58/10/00/07/720x532/207942812.jpg
138,"LA PLANICIE ,  La Molina, Lima",1083m²Superficie total,470m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 4,718,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-57863969,https://img10.naventcdn.com/avisos/111/00/57/86/39/69/720x532/204009574.jpg
139," Santa Anita, Santa Anita",201m²Superficie total,201m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 992,680",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-anita-santa-anita-5-a-mas-dormitorios-13287153,https://img10.naventcdn.com/avisos/111/00/13/28/71/53/720x532/197025190.jpg
