,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
210," Chorrillos, Lima",250m²Superficie total,161m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 521,240",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chorrillos-lima-5-a-mas-dormitorios-57796493,https://img10.naventcdn.com/avisos/111/00/57/79/64/93/720x532/203004712.jpg
211," El Pinar, Comas",214m²Superficie total,197m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,27Antigüedad,No hay informacion,No hay informacion,"S/ 530,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-pinar-comas-5-a-mas-dormitorios-58346056,https://img10.naventcdn.com/avisos/111/00/58/34/60/56/720x532/211762365.jpg
212,"Mozart 119   933880397,  San Borja, Lima",305m²Superficie total,200m²Superficie techada,0Estacionamientos,No hay informacion,6Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 2,298,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-58113707,https://img10.naventcdn.com/avisos/111/00/58/11/37/07/720x532/208146554.jpg
213,"Calle Porras Osores 450,  San Isidro, Lima",900m²Superficie total,640m²Superficie techada,6Estacionamientos,1Medio baño,5Dormitorios,49Antigüedad,Parques Cercanos ,No hay informacion,Consultar precio,No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-13473109,https://img10.naventcdn.com/avisos/111/00/13/47/31/09/720x532/200860179.jpg
214," San Martín de Porres, Lima",214m²Superficie total,214m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 650,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-4-dormitorios-13429693,https://img10.naventcdn.com/avisos/111/00/13/42/96/93/720x532/200043870.jpg
215,"BARANDEARAN,  La Planicie, La Molina",527m²Superficie total,340m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,257,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-3-dormitorios-13283989,https://img10.naventcdn.com/avisos/111/00/13/28/39/89/720x532/196946580.jpg
216,"Urb. Covima Calle Salazar Bondy 204,  Covima, La Molina",142m²Superficie total,151m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 837,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-covima-la-molina-4-dormitorios-13430190,https://img10.naventcdn.com/avisos/111/00/13/43/01/90/720x532/200055812.jpg
217,"El Remanso - CV.100217,  El Remanso, La Molina",200m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,245,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-remanso-la-molina-5-a-mas-dormitorios-12808503,https://img10.naventcdn.com/avisos/111/00/12/80/85/03/720x532/185308342.jpg
218,"HERMOSA CASA DE CAMPO EN CONDOMINIO CON LUZ NATURAL AMPLIOJARDIN,  Cieneguilla, Cieneguilla",7000m²Superficie total,1000m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 3,917,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-cieneguilla-cieneguilla-5-a-mas-dormitorios-13298873,https://img10.naventcdn.com/avisos/111/00/13/29/88/73/720x532/197307414.jpg
219," La Planicie, La Molina",600m²Superficie total,420m²Superficie techada,4Estacionamientos,No hay informacion,3Dormitorios,5Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,888,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-3-dormitorios-12899726,https://img10.naventcdn.com/avisos/111/00/12/89/97/26/720x532/187798968.jpg
220,"CALLE MONTE BLANCO 321 RINCONADA ALTA, LA MOLINA,  Rinconada Alta, La Molina",1300m²Superficie total,480m²Superficie techada,6Estacionamientos,1Medio baño,6Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 5,360,000",No Mantenience,https://urbania.pe/inmueble/alquiler-de-casa-en-rinconada-alta-la-molina-5-a-mas-dormitorios-13223788,https://img10.naventcdn.com/avisos/111/00/13/22/37/88/720x532/195577759.jpg
221,"JR TUMBES 200,  Villa María del Triunfo, Lima",480m²Superficie total,480m²Superficie techada,5Estacionamientos,No hay informacion,6Dormitorios,6Antigüedad,Parques Cercanos ,No hay informacion,"S/ 469,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-maria-del-triunfo-lima-5-a-mas-dormitorios-13437042,https://img10.naventcdn.com/avisos/111/00/13/43/70/42/720x532/200219764.jpg
222," Asia, Cañete",250m²Superficie total,250m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 690,560",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-5-a-mas-dormitorios-13417345,https://img10.naventcdn.com/avisos/111/00/13/41/73/45/720x532/199647815.jpg
223," La Molina, Lima",1000m²Superficie total,500m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 5,098,780",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58195712,https://img10.naventcdn.com/avisos/111/00/58/19/57/12/720x532/209420865.jpg
224," La Planicie, La Molina",1515m²Superficie total,625m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 5,245,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-5-a-mas-dormitorios-13469663,https://img10.naventcdn.com/avisos/111/00/13/46/96/63/720x532/200790497.jpg
225," Santiago de Surco, Lima",280m²Superficie total,280m²Superficie techada,No hay informacion,1Medio baño,6Dormitorios,42Antigüedad,No hay informacion,No hay informacion,"S/ 1,318,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58095810,https://img10.naventcdn.com/avisos/111/00/58/09/58/10/720x532/207883944.jpg
226," San Isidro, Lima",1006m²Superficie total,1006m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 15,041,830",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-58387754,https://img10.naventcdn.com/avisos/111/00/58/38/77/54/720x532/212534711.jpg
227," Miraflores, Lima",314m²Superficie total,400m²Superficie techada,2Estacionamientos,1Medio baño,3Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"USD 1,100,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-3-dormitorios-13465541,https://img10.naventcdn.com/avisos/111/00/13/46/55/41/720x532/209281384.jpg
228,"Ref.:.Av.San Luis con Av.Angamos,  San Borja, Lima",131m²Superficie total,131m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,261,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-13445283,https://img10.naventcdn.com/avisos/111/00/13/44/52/83/720x532/200369582.jpg
229," Santiago de Surco, Lima",No hay informacion,180m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,210Antigüedad,No hay informacion,No hay informacion,"S/ 1,299,260",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58225637,https://img10.naventcdn.com/avisos/111/00/58/22/56/37/720x532/209899500.jpg
230,"LA LAGUNA-cv.271119,  La Molina, Lima",1414m²Superficie total,600m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 4,648,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-13493725,https://img10.naventcdn.com/avisos/111/00/13/49/37/25/720x532/203445946.jpg
231," La Molina, Lima",1150m²Superficie total,450m²Superficie techada,6Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 4,587,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-58001989,https://img10.naventcdn.com/avisos/111/00/58/00/19/89/720x532/206431741.jpg
232,"Calle Doña Rosaura,  Los Rosales, Santiago de Surco",420m²Superficie total,600m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,490,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-rosales-santiago-de-surco-5-a-mas-dormitorios-13472883,https://img10.naventcdn.com/avisos/111/00/13/47/28/83/720x532/200856118.jpg
233,"Esteban Bentarelli 264,  San Borja, Lima",201m²Superficie total,200m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,353,300",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-58288889,https://img10.naventcdn.com/avisos/111/00/58/28/88/89/720x532/210863509.jpg
234,"Los Huertos de La Molina,  Los Huertos De La Molina, La Molina",688m²Superficie total,688m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,11Antigüedad,No hay informacion,No hay informacion,"S/ 1,162,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-huertos-de-la-molina-la-molina-4-dormitorios-13476240,https://img10.naventcdn.com/avisos/111/00/13/47/62/40/720x532/200926536.jpg
235,"JR CONDORCANQUI ,  Carabayllo, Lima",342m²Superficie total,210m²Superficie techada,No hay informacion,No hay informacion,7Dormitorios,7Antigüedad,No hay informacion,No hay informacion,"S/ 324,950",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-5-a-mas-dormitorios-58180355,https://img10.naventcdn.com/avisos/111/00/58/18/03/55/720x532/209185898.jpg
236,"quebrada verde,  Quebrada Verde, Pachacamac",3100m²Superficie total,3090m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,10Antigüedad,Parque Interno ,No hay informacion,"S/ 2,878,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-quebrada-verde-pachacamac-5-a-mas-dormitorios-13335828,https://img10.naventcdn.com/avisos/111/00/13/33/58/28/720x532/198206771.jpg
237,"Avenida VELASCO ASTETE,  Santiago de Surco, Lima",300m²Superficie total,239m²Superficie techada,No hay informacion,No hay informacion,8Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 2,512,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58009805,https://img10.naventcdn.com/avisos/111/00/58/00/98/05/720x532/206545757.jpg
238,"Jr. el Paraiso ID 133931,  El Sol De La Molina, La Molina",333m²Superficie total,269m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,10Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,693,200",540,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-4-dormitorios-13484750,https://img10.naventcdn.com/avisos/111/00/13/48/47/50/720x532/201144723.jpg
239," Santiago de Surco, Lima",300m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,45Antigüedad,No hay informacion,No hay informacion,Consultar precio,No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-13432961,https://img10.naventcdn.com/avisos/111/00/13/43/29/61/720x532/213048612.jpg
240," La Molina, Lima",311m²Superficie total,200m²Superficie techada,No hay informacion,1Medio baño,5Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 1,540,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-58250295,https://img10.naventcdn.com/avisos/111/00/58/25/02/95/720x532/210312034.jpg
241,"Lujosa CASA cerca al Jockey Plaza,  Los Granados, Santiago de Surco",2508m²Superficie total,600m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 8,964,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-granados-santiago-de-surco-5-a-mas-dormitorios-12939601,https://img10.naventcdn.com/avisos/111/00/12/93/96/01/720x532/188820539.jpg
242,"CERCA TOTTUS,  Rinconada Alta, La Molina",300m²Superficie total,307m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,549,760",100,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-alta-la-molina-3-dormitorios-13115884,https://img10.naventcdn.com/avisos/111/00/13/11/58/84/720x532/193201807.jpg
243,"antigua carretera panamericana sur km 107,  Asia, Cañete",235m²Superficie total,235m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 630,800",450,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-4-dormitorios-13386526,https://img10.naventcdn.com/avisos/111/00/13/38/65/26/720x532/199039824.jpg
244,"Altura Km. 42 de la Carretera Central , Ricardo Palma, Huarochirí.,  Santa Ana, Ricardo Palma",9771m²Superficie total,500m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,2Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,984,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-ana-ricardo-palma-5-a-mas-dormitorios-13280151,https://img10.naventcdn.com/avisos/111/00/13/28/01/51/720x532/196857436.jpg
245,"avenida las casuarinas,  Los Alerces De Monterrico, Santiago de Surco",220m²Superficie total,300m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,826,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-alerces-de-monterrico-santiago-de-surco-5-a-mas-dormitorios-13430438,https://img10.naventcdn.com/avisos/111/00/13/43/04/38/720x532/200068377.jpg
246," Santiago de Surco, Lima",450m²Superficie total,450m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,1Antigüedad,No hay informacion,No hay informacion,"S/ 2,299,050",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58253362,https://img10.naventcdn.com/avisos/111/00/58/25/33/62/720x532/210357139.jpg
247,"Avenida Los Precursores,  San Miguel, Lima",430m²Superficie total,430m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,32Antigüedad,No hay informacion,No hay informacion,"S/ 1,914,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-5-a-mas-dormitorios-58190373,https://img10.naventcdn.com/avisos/111/00/58/19/03/73/720x532/209340482.jpg
248,"Av. Alameda Del Corregidor 450,  La Molina Vieja, La Molina",350m²Superficie total,340m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,12Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,800,000",550,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-vieja-la-molina-4-dormitorios-13106849,https://img10.naventcdn.com/avisos/111/00/13/10/68/49/720x532/193004137.jpg
249,"Batallón Callao Norte 1XX,  Chacarilla Del Estanque, Santiago de Surco",300m²Superficie total,290m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,490,000",200,https://urbania.pe/inmueble/venta-de-casa-en-chacarilla-del-estanque-santiago-de-surco-4-dormitorios-13243143,https://img10.naventcdn.com/avisos/111/00/13/24/31/43/720x532/196004310.jpg
250,"ALTURA CUADRA 7 SAN BORJA SUR,  San Borja, Lima",307m²Superficie total,390m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,16Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,290,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-3-dormitorios-13144710,https://img10.naventcdn.com/avisos/111/00/13/14/47/10/720x532/193815192.jpg
251,"Pueblo Joven Villa El Salvador ,  Villa el Salvador, Lima",510m²Superficie total,190m²Superficie techada,No hay informacion,No hay informacion,7Dormitorios,19Antigüedad,No hay informacion,No hay informacion,"S/ 726,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-el-salvador-lima-5-a-mas-dormitorios-58060088,https://img10.naventcdn.com/avisos/111/00/58/06/00/88/720x532/207332569.jpg
252," Ancón, Lima",320m²Superficie total,320m²Superficie techada,0Estacionamientos,No hay informacion,10Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 210,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ancon-lima-5-a-mas-dormitorios-58290802,https://img10.naventcdn.com/avisos/111/00/58/29/08/02/720x532/210895310.jpg
253," Moravia, Mala",210m²Superficie total,298m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,12Antigüedad,No hay informacion,No hay informacion,"S/ 1,029,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-moravia-mala-5-a-mas-dormitorios-13425804,https://img10.naventcdn.com/avisos/111/00/13/42/58/04/720x532/199916553.jpg
254,"Jr. Independencia 1055,  Miraflores, Lima",458m²Superficie total,458m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,310,720",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-13105039,https://img10.naventcdn.com/avisos/111/00/13/10/50/39/720x532/192997536.jpg
255,"JR. ESTEBAN TUERTEN ID-119947,  San Juan de Miraflores, Lima",160m²Superficie total,380m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 796,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-miraflores-lima-5-a-mas-dormitorios-13398436,https://img10.naventcdn.com/avisos/111/00/13/39/84/36/720x532/201178356.jpg
256,"SANTA RAQUEL,  Santa Raquel, Ate Vitarte",140m²Superficie total,275m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 846,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-raquel-ate-vitarte-5-a-mas-dormitorios-13312761,https://img10.naventcdn.com/avisos/111/00/13/31/27/61/720x532/197642768.jpg
257," Cerro Azul, Cañete",400m²Superficie total,400m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,8Antigüedad,No hay informacion,No hay informacion,"S/ 1,261,600",800,https://urbania.pe/inmueble/venta-de-casa-en-cerro-azul-canete-4-dormitorios-13502394,https://img10.naventcdn.com/avisos/111/00/13/50/23/94/720x532/201507245.jpg
258,"AMPLIA Y ESPACIOSA RESIDENCIA,  El Sol De La Molina, La Molina",1000m²Superficie total,200m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,124,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-3-dormitorios-13419339,https://img10.naventcdn.com/avisos/111/00/13/41/93/39/720x532/199713434.jpg
259,"Panamericana Sur Km 101 Asia,  La Jolla, Asia",300m²Superficie total,650m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,3Antigüedad,Parque Interno ,No hay informacion,"S/ 2,988,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-jolla-asia-5-a-mas-dormitorios-13153491,https://img10.naventcdn.com/avisos/111/00/13/15/34/91/720x532/194018483.jpg
260," Carabayllo, Lima",355m²Superficie total,142m²Superficie techada,2Estacionamientos,No hay informacion,9Dormitorios,17Antigüedad,Parques Cercanos ,No hay informacion,"S/ 800,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-5-a-mas-dormitorios-57820832,https://img10.naventcdn.com/avisos/111/00/57/82/08/32/720x532/203376660.jpg
261," Pueblo Libre, Lima",480m²Superficie total,480m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 4,200,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-5-a-mas-dormitorios-58113930,https://img10.naventcdn.com/avisos/111/00/58/11/39/30/720x532/208150328.jpg
262," Alameda Del Pinar, Comas",200m²Superficie total,120m²Superficie techada,No hay informacion,1Medio baño,4Dormitorios,9Antigüedad,No hay informacion,No hay informacion,"S/ 489,060",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-alameda-del-pinar-comas-4-dormitorios-58345393,https://img10.naventcdn.com/avisos/111/00/58/34/53/93/720x532/211751708.jpg
263," Villa María del Triunfo, Lima",160m²Superficie total,128m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,23Antigüedad,No hay informacion,No hay informacion,"S/ 420,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-maria-del-triunfo-lima-3-dormitorios-58229489,https://img10.naventcdn.com/avisos/111/00/58/22/94/89/720x532/209964503.jpg
264,"Esteban Bentarelli 264,  San Borja, Lima",201m²Superficie total,200m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,353,300",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-58288889,https://img10.naventcdn.com/avisos/111/00/58/28/88/89/720x532/210863509.jpg
265," San Gabriel, San Isidro",400m²Superficie total,500m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 9,960,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-gabriel-san-isidro-4-dormitorios-13375058,https://img10.naventcdn.com/avisos/111/00/13/37/50/58/720x532/198826314.jpg
266,"Punta Pejerrey,  El Sol De La Molina, La Molina",362m²Superficie total,312m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,759,600",530,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-4-dormitorios-13132763,https://img10.naventcdn.com/avisos/111/00/13/13/27/63/720x532/193562453.jpg
267," Huacho, Huaura",180m²Superficie total,180m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 472,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-huacho-huaura-4-dormitorios-58445955,https://img10.naventcdn.com/avisos/111/00/58/44/59/55/720x532/213848801.jpg
268," Sc.2 Gr.13, Villa el Salvador",140m²Superficie total,140m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 290,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sc2-gr13-villa-el-salvador-5-a-mas-dormitorios-58333175,https://img10.naventcdn.com/avisos/111/00/58/33/31/75/720x532/211543710.jpg
269,"Tomas Valle 2020,  San Pedro De Garagay, San Martín de Porres",148m²Superficie total,148m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,22Antigüedad,Parques Cercanos ,No hay informacion,"S/ 600,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-pedro-de-garagay-san-martin-de-porres-5-a-mas-dormitorios-58341752,https://img10.naventcdn.com/avisos/111/00/58/34/17/52/720x532/211696806.jpg
270,"Calle Ivan Huerta xxx,  Prolongacion Benavides, Santiago de Surco",160m²Superficie total,120m²Superficie techada,2Estacionamientos,1Medio baño,3Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,162,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-prolongacion-benavides-santiago-de-surco-3-dormitorios-13447212,https://img10.naventcdn.com/avisos/111/00/13/44/72/12/720x532/206895651.jpg
271,"Jiron Brigadier Mateo Pumacahua,  Lince, Lima",365m²Superficie total,365m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,195,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lince-lima-3-dormitorios-13414201,https://img10.naventcdn.com/avisos/111/00/13/41/42/01/720x532/199584234.jpg
272,"Puerto españa s/n,  Santa Patricia, La Molina",241m²Superficie total,241m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,245,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-patricia-la-molina-4-dormitorios-13321422,https://img10.naventcdn.com/avisos/111/00/13/32/14/22/720x532/197869438.jpg
273,"Urb. Monterrico,  Lima, Lima",No hay informacion,No hay informacion,No hay informacion,1Medio baño,4Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 957,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-4-dormitorios-58219584,https://img10.naventcdn.com/avisos/111/00/58/21/95/84/720x532/209806912.jpg
274," Casuarinas Alta, Santiago de Surco",525m²Superficie total,468m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,357,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-casuarinas-alta-santiago-de-surco-4-dormitorios-13513317,https://img10.naventcdn.com/avisos/111/00/13/51/33/17/720x532/201764912.jpg
