,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
0,"AVENIDA CAMINO REAL,  Carabayllo, Lima",112m²Superficie total,112m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 215,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-3-dormitorios-13103196,https://img10.naventcdn.com/avisos/111/00/13/10/31/96/720x532/192922966.jpg
1," Rímac, Lima",260m²Superficie total,160m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 793,480",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rimac-lima-5-a-mas-dormitorios-13279225,https://img10.naventcdn.com/avisos/111/00/13/27/92/25/720x532/199863015.jpg
2,"pastor sevilla,  Chorrillos, Lima",300m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,34Antigüedad,No hay informacion,No hay informacion,"S/ 2,145,000",1,https://urbania.pe/inmueble/venta-de-casa-en-chorrillos-lima-5-a-mas-dormitorios-58024012,https://img10.naventcdn.com/avisos/111/00/58/02/40/12/720x532/206764920.jpg
3," La Encantada De Villa, Chorrillos",1178m²Superficie total,400m²Superficie techada,4Estacionamientos,1Medio baño,4Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"USD 680,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-encantada-de-villa-chorrillos-4-dormitorios-58083919,https://img10.naventcdn.com/avisos/111/00/58/08/39/19/720x532/207709354.jpg
4,"Calle El Naranjo,  Carabayllo, Lima",1050m²Superficie total,154m²Superficie techada,5Estacionamientos,No hay informacion,2Dormitorios,8Antigüedad,No hay informacion,No hay informacion,"S/ 499,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-2-dormitorios-58038898,https://img10.naventcdn.com/avisos/111/00/58/03/88/98/720x532/210090048.jpg
5,"Pedro Benvenutto,  San Miguel, Lima",348m²Superficie total,348m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,33Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,424,280",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-13316364,https://img10.naventcdn.com/avisos/111/00/13/31/63/64/720x532/197736465.jpg
6,"EL MEJOR CLIMA DE LIMA  SEGURIDA 24 HORAS,  Chosica (Lurigancho), Lima",192m²Superficie total,192m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 620,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chosica-lurigancho-lima-3-dormitorios-58186572,https://img10.naventcdn.com/avisos/111/00/58/18/65/72/720x532/209281689.jpg
7," Rinconada Alta, La Molina",1014m²Superficie total,332m²Superficie techada,0Estacionamientos,1Medio baño,4Dormitorios,29Antigüedad,No hay informacion,No hay informacion,"S/ 2,646,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-alta-la-molina-4-dormitorios-13491695,https://img10.naventcdn.com/avisos/111/00/13/49/16/95/720x532/201439442.jpg
8," Santa Catalina, La Victoria",272m²Superficie total,173m²Superficie techada,No hay informacion,No hay informacion,6Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 1,026,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-catalina-la-victoria-5-a-mas-dormitorios-58422163,https://img10.naventcdn.com/avisos/111/00/58/42/21/63/720x532/213441333.jpg
9,"RINCONADA ALTA,  La Molina, Lima",616m²Superficie total,367m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,3Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,822,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-5-a-mas-dormitorios-13197049,https://img10.naventcdn.com/avisos/111/00/13/19/70/49/720x532/194957884.jpg
10," San Bartolo, Lima",100m²Superficie total,80m²Superficie techada,0Estacionamientos,1Medio baño,5Dormitorios,17Antigüedad,No hay informacion,No hay informacion,"S/ 517,700",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-bartolo-lima-5-a-mas-dormitorios-57791928,https://img10.naventcdn.com/avisos/111/00/57/79/19/28/720x532/202935722.jpg
11," Maranga, San Miguel",160m²Superficie total,200m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 979,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-maranga-san-miguel-5-a-mas-dormitorios-13472166,https://img10.naventcdn.com/avisos/111/00/13/47/21/66/720x532/200835703.jpg
12,"LINDA CASA EN LOS ALAMOS,  Los Alamos, Santiago de Surco",188m²Superficie total,331m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,460,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-alamos-santiago-de-surco-4-dormitorios-13483897,https://img10.naventcdn.com/avisos/111/00/13/48/38/97/720x532/201126431.jpg
13," San Juan de Lurigancho, Lima",120m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,6Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 367,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-5-a-mas-dormitorios-58260809,https://img10.naventcdn.com/avisos/111/00/58/26/08/09/720x532/210475247.jpg
14," Villa María del Triunfo, Lima",214m²Superficie total,180m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 322,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-maria-del-triunfo-lima-58084071,https://img10.naventcdn.com/avisos/111/00/58/08/40/71/720x532/207712662.jpg
15,"Los cuarzos 1xx,  Alejandro Camacho, Santiago de Surco",1080m²Superficie total,350m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 9,296,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-alejandro-camacho-santiago-de-surco-4-dormitorios-12860903,https://img10.naventcdn.com/avisos/111/00/12/86/09/03/720x532/192636296.jpg
16," Rímac, Lima",220m²Superficie total,58m²Superficie techada,0Estacionamientos,No hay informacion,7Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 437,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rimac-lima-5-a-mas-dormitorios-58252504,https://img10.naventcdn.com/avisos/111/00/58/25/25/04/720x532/210344247.jpg
17,"AV. SEPARADORA INDUSTRISL 3520,  Villa el Salvador, Lima",120m²Superficie total,100m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 320,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-el-salvador-lima-3-dormitorios-58175027,https://img10.naventcdn.com/avisos/111/00/58/17/50/27/720x532/209098188.jpg
18,"LOS CÓNDORES,  Los Condores, Chaclacayo",2148m²Superficie total,393m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,35Antigüedad,No hay informacion,No hay informacion,"S/ 1,992,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-condores-chaclacayo-5-a-mas-dormitorios-13083052,https://img10.naventcdn.com/avisos/111/00/13/08/30/52/720x532/192492477.jpg
19," San Agustin, Comas",243m²Superficie total,112m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,13Antigüedad,Parques Cercanos ,No hay informacion,"S/ 569,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-agustin-comas-4-dormitorios-58233228,https://img10.naventcdn.com/avisos/111/00/58/23/32/28/720x532/210034446.jpg
20,"av el corregidor,  Alameda 2, La Molina",400m²Superficie total,400m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,992,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-alameda-2-la-molina-4-dormitorios-13447429,https://img10.naventcdn.com/avisos/111/00/13/44/74/29/720x532/200411436.jpg
21,"LUIS FELIPE VILLARAN 10XX,  San Isidro, Lima",420m²Superficie total,390m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,50Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,523,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-4-dormitorios-13184114,https://img10.naventcdn.com/avisos/111/00/13/18/41/14/720x532/194663589.jpg
22," La Molina, Lima",587m²Superficie total,400m²Superficie techada,4Estacionamientos,1Medio baño,4Dormitorios,21Antigüedad,No hay informacion,No hay informacion,"S/ 2,719,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-12658806,https://img10.naventcdn.com/avisos/111/00/12/65/88/06/720x532/209047724.jpg
23,"LA PLANICIE-CV.230119,  La Planicie, La Molina",650m²Superficie total,580m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 4,316,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-5-a-mas-dormitorios-13227799,https://img10.naventcdn.com/avisos/111/00/13/22/77/99/720x532/195671005.jpg
24," Santiago de Surco, Lima",450m²Superficie total,450m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,1Antigüedad,No hay informacion,No hay informacion,"S/ 2,299,050",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58253362,https://img10.naventcdn.com/avisos/111/00/58/25/33/62/720x532/210357139.jpg
25," Santiago de Surco, Lima",360m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 1,732,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58312174,https://img10.naventcdn.com/avisos/111/00/58/31/21/74/720x532/211234254.jpg
26,"BELLA  CASA REMODELADA, CERCA DE TODO SIN SALIR DE  LA ZONA,  Zarate, San Juan de Lurigancho",280m²Superficie total,160m²Superficie techada,No hay informacion,No hay informacion,9Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 1,000,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-zarate-san-juan-de-lurigancho-5-a-mas-dormitorios-58213280,https://img10.naventcdn.com/avisos/111/00/58/21/32/80/720x532/209701246.jpg
27," Rinconada Baja, La Molina",1450m²Superficie total,700m²Superficie techada,5Estacionamientos,No hay informacion,4Dormitorios,24Antigüedad,Parques Cercanos ,No hay informacion,"S/ 11,284,680",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-rinconada-baja-la-molina-4-dormitorios-13497515,https://img10.naventcdn.com/avisos/111/00/13/49/75/15/720x532/201409932.jpg
28,"cerca a la avenida Tusilagos,  Los Jardines, San Juan de Lurigancho",55m²Superficie total,220m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 531,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-jardines-san-juan-de-lurigancho-4-dormitorios-13337085,https://img10.naventcdn.com/avisos/111/00/13/33/70/85/720x532/198236453.jpg
29,"Calle. Las Azucenas 152,  San Juan de Miraflores, Lima",495m²Superficie total,495m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,245,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-miraflores-lima-5-a-mas-dormitorios-13397143,https://img10.naventcdn.com/avisos/111/00/13/39/71/43/720x532/199258917.jpg
30,"Jr. Olmedo,  Breña, Lima",258m²Superficie total,258m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,11Antigüedad,No hay informacion,No hay informacion,"S/ 949,050",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-brena-lima-5-a-mas-dormitorios-58010005,https://img10.naventcdn.com/avisos/111/00/58/01/00/05/720x532/206547709.jpg
31," Comas, Lima",97m²Superficie total,97m²Superficie techada,0Estacionamientos,No hay informacion,9Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 515,402",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-comas-lima-5-a-mas-dormitorios-58303755,https://img10.naventcdn.com/avisos/111/00/58/30/37/55/720x532/211100046.jpg
32,"Jr. Puntualidad 7907,  Los Olivos, Lima",80m²Superficie total,80m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 445,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-olivos-lima-4-dormitorios-13403187,https://img10.naventcdn.com/avisos/111/00/13/40/31/87/720x532/199974085.jpg
33,"Condominio Puerta del Sol,  Asia, Cañete",350m²Superficie total,350m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,Consultar precio,No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-3-dormitorios-13461051,https://img10.naventcdn.com/avisos/111/00/13/46/10/51/720x532/200654427.jpg
34," Puerto Madero, Mala",320m²Superficie total,320m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,3Antigüedad,No hay informacion,No hay informacion,"S/ 1,377,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-puerto-madero-mala-4-dormitorios-13183902,https://img10.naventcdn.com/avisos/111/00/13/18/39/02/720x532/194659944.jpg
35," Las Flores, San Juan de Lurigancho",173m²Superficie total,173m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 496,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-flores-san-juan-de-lurigancho-3-dormitorios-57832331,https://img10.naventcdn.com/avisos/111/00/57/83/23/31/720x532/203557263.jpg
36," Las Lagunas De La Molina, La Molina",318m²Superficie total,380m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,826,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-lagunas-de-la-molina-la-molina-4-dormitorios-13098831,https://img10.naventcdn.com/avisos/111/00/13/09/88/31/720x532/192827826.jpg
37," Santiago de Surco, Lima",375m²Superficie total,375m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 2,135,625",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-58016200,https://img10.naventcdn.com/avisos/111/00/58/01/62/00/720x532/206641657.jpg
38,"ID 86027 FARALLONES,  Farallones, Asia",240m²Superficie total,240m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,4Antigüedad,Parque Interno ,No hay informacion,"S/ 790,160",550,https://urbania.pe/inmueble/venta-de-casa-en-farallones-asia-4-dormitorios-13184936,https://img10.naventcdn.com/avisos/111/00/13/18/49/36/720x532/194687917.jpg
39,"Calle B ,  Las Lagunas De La Molina, La Molina",450m²Superficie total,361m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,12Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,830,005",100,https://urbania.pe/inmueble/venta-de-casa-en-las-lagunas-de-la-molina-la-molina-4-dormitorios-13487169,https://img10.naventcdn.com/avisos/111/00/13/48/71/69/720x532/201210989.jpg
40,"Av. Tomas Ramsey N°125,  Magdalena, Lima",180m²Superficie total,180m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,Consultar precio,1,https://urbania.pe/inmueble/venta-de-casa-en-magdalena-lima-4-dormitorios-13448288,https://img10.naventcdn.com/avisos/111/00/13/44/82/88/720x532/200422192.jpg
41,"Calle Villa Club ID- 124307,  Santa Maria, Carabayllo",92m²Superficie total,92m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,6Antigüedad,No hay informacion,No hay informacion,"S/ 249,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-maria-carabayllo-3-dormitorios-13411527,https://img10.naventcdn.com/avisos/111/00/13/41/15/27/720x532/199534865.jpg
42,"Santa leonor,  Santa Leonor, Chorrillos",218m²Superficie total,122m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 763,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-leonor-chorrillos-5-a-mas-dormitorios-13478799,https://img10.naventcdn.com/avisos/111/00/13/47/87/99/720x532/201082059.jpg
43," Chosica (Lurigancho), Lima",161m²Superficie total,161m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,9Antigüedad,No hay informacion,No hay informacion,"S/ 519,250",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chosica-lurigancho-lima-4-dormitorios-58106967,https://img10.naventcdn.com/avisos/111/00/58/10/69/67/720x532/208042472.jpg
44,"altura de la cuadra 14 de las artes norte,  San Borja, Lima",300m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,30Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,925,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-13325132,https://img10.naventcdn.com/avisos/111/00/13/32/51/32/720x532/197961620.jpg
45,"URBANIZACIÓN SANTA CRUZ DE ASIA,  Asia, Cañete",416m²Superficie total,220m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 620,840",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-asia-canete-5-a-mas-dormitorios-13145349,https://img10.naventcdn.com/avisos/111/00/13/14/53/49/720x532/193865994.jpg
46,"jr general jose ramon pizarro 1200,  Pueblo Libre, Lima",416m²Superficie total,416m²Superficie techada,2Estacionamientos,No hay informacion,7Dormitorios,51Antigüedad,No hay informacion,No hay informacion,"S/ 2,278,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-5-a-mas-dormitorios-58155226,https://img10.naventcdn.com/avisos/111/00/58/15/52/26/720x532/208772618.jpg
47,"SOL DE LA MOLINA,  La Molina, Lima",315m²Superficie total,285m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,752,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-lima-4-dormitorios-57825357,https://img10.naventcdn.com/avisos/111/00/57/82/53/57/720x532/203445230.jpg
48," La Planicie, La Molina",1016m²Superficie total,417m²Superficie techada,3Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 4,282,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-3-dormitorios-13173657,https://img10.naventcdn.com/avisos/111/00/13/17/36/57/720x532/194448362.jpg
49,"Las Golondrinas 2xx,  San Isidro, Lima",361m²Superficie total,369m²Superficie techada,5Estacionamientos,No hay informacion,5Dormitorios,25Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,221,080",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-13043662,https://img10.naventcdn.com/avisos/111/00/13/04/36/62/720x532/191638916.jpg
50,"Prolongacion San Martin 1xx,  Barranco, Lima",86m²Superficie total,86m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 630,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-barranco-lima-2-dormitorios-13297624,https://img10.naventcdn.com/avisos/111/00/13/29/76/24/720x532/197279246.jpg
51," San Juan de Lurigancho, Lima",100m²Superficie total,90m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,21Antigüedad,No hay informacion,No hay informacion,"S/ 368,747",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-3-dormitorios-58219366,https://img10.naventcdn.com/avisos/111/00/58/21/93/66/720x532/209804045.jpg
52," San Juan de Lurigancho, Lima",140m²Superficie total,106m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 432,900",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-3-dormitorios-58099777,https://img10.naventcdn.com/avisos/111/00/58/09/97/77/720x532/207934748.jpg
53,"5DORM. 200M2 X.MIGRACIONES/AV.ESPAÑA,  Breña, Breña",200m²Superficie total,180m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,70Antigüedad,No hay informacion,No hay informacion,"S/ 732,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-brena-brena-5-a-mas-dormitorios-13073617,https://img10.naventcdn.com/avisos/111/00/13/07/36/17/720x532/193064758.jpg
54," Comas, Lima",414m²Superficie total,218m²Superficie techada,No hay informacion,1Medio baño,4Dormitorios,21Antigüedad,No hay informacion,No hay informacion,"S/ 710,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-comas-lima-4-dormitorios-58249791,https://img10.naventcdn.com/avisos/111/00/58/24/97/91/720x532/210303572.jpg
55," Punta Hermosa, Lima",280m²Superficie total,280m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,7Antigüedad,No hay informacion,No hay informacion,"S/ 396,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-punta-hermosa-lima-3-dormitorios-58262359,https://img10.naventcdn.com/avisos/111/00/58/26/23/59/720x532/210500561.jpg
56,"Urb. Los Huertos de Cañete,  San Vicente De Cañete, Cañete",90m²Superficie total,60m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 116,550",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-vicente-de-canete-canete-2-dormitorios-58055658,https://img10.naventcdn.com/avisos/111/00/58/05/56/58/720x532/207262259.jpg
57,"Vendo Casa EN SAN Borja POR LA Naval /para Constructor Acepta Canje,  Lima, Lima",420m²Superficie total,420m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 2,362,388",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-4-dormitorios-58314090,https://img10.naventcdn.com/avisos/111/00/58/31/40/90/720x532/211261400.jpg
58," Carabayllo, Lima",99m²Superficie total,99m²Superficie techada,No hay informacion,1Medio baño,3Dormitorios,7Antigüedad,Parque Interno ,No hay informacion,"S/ 282,200",90,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-3-dormitorios-13512770,https://img10.naventcdn.com/avisos/111/00/13/51/27/70/720x532/208189964.jpg
59," Barranco, Lima",92m²Superficie total,52m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 388,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-barranco-lima-2-dormitorios-58213095,https://img10.naventcdn.com/avisos/111/00/58/21/30/95/720x532/209697905.jpg
60,"Punta Pejerrey,  El Sol De La Molina, La Molina",590m²Superficie total,310m²Superficie techada,3Estacionamientos,No hay informacion,No hay informacion,4Antigüedad,No hay informacion,No hay informacion,"S/ 4,482,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-1-dormitorio-12771802,https://img10.naventcdn.com/avisos/111/00/12/77/18/02/720x532/194215658.jpg
61,"Plan integral pampas de San Juan, Mz. E, Lote 6. El Pacifico,  El Pacifico, San Juan de Miraflores",95m²Superficie total,192m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 358,560",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-pacifico-san-juan-de-miraflores-5-a-mas-dormitorios-13447396,https://img10.naventcdn.com/avisos/111/00/13/44/73/96/720x532/200410842.jpg
62," Santiago de Surco, Lima",342m²Superficie total,243m²Superficie techada,3Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,No hay informacion,No hay informacion,"S/ 2,006,650",160,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58081782,https://img10.naventcdn.com/avisos/111/00/58/08/17/82/720x532/207673371.jpg
63," El Sol De La Molina, La Molina",343m²Superficie total,334m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,6Antigüedad,No hay informacion,No hay informacion,"S/ 2,121,480",680,https://urbania.pe/inmueble/venta-de-casa-en-el-sol-de-la-molina-la-molina-4-dormitorios-13196964,https://img10.naventcdn.com/avisos/111/00/13/19/69/64/720x532/194955261.jpg
64,"Jiron Amarantos 6xx,  Los Olivos, Lima",260m²Superficie total,260m²Superficie techada,0Estacionamientos,1Medio baño,6Dormitorios,21Antigüedad,No hay informacion,No hay informacion,"S/ 910,350",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-olivos-lima-5-a-mas-dormitorios-58367555,https://img10.naventcdn.com/avisos/111/00/58/36/75/55/720x532/212169471.jpg
65," La Encantada De Villa, Chorrillos",1382m²Superficie total,486m²Superficie techada,3Estacionamientos,No hay informacion,5Dormitorios,36Antigüedad,Parque Interno ,No hay informacion,"S/ 3,283,496",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-encantada-de-villa-chorrillos-5-a-mas-dormitorios-58226526,https://img10.naventcdn.com/avisos/111/00/58/22/65/26/720x532/209914513.jpg
66,"Esteban Bentarelli 264,  San Borja, Lima",201m²Superficie total,200m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,353,300",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-58288889,https://img10.naventcdn.com/avisos/111/00/58/28/88/89/720x532/210863509.jpg
67," Aurora, Miraflores",300m²Superficie total,300m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 2,140,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-aurora-miraflores-4-dormitorios-58235167,https://img10.naventcdn.com/avisos/111/00/58/23/51/67/720x532/210066055.jpg
68,"Calle 3 urbanizacion playa totoritas MZ L LT4,  Mala, Cañete",200m²Superficie total,155m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 1,095,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-mala-canete-5-a-mas-dormitorios-13317158,https://img10.naventcdn.com/avisos/111/00/13/31/71/58/720x532/197756132.jpg
69,"ID 96932 – Casa de Playa en CLUB Residencial Solimar 210K $,  Pachacamac, Lurín",208m²Superficie total,208m²Superficie techada,2Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 697,200",150,https://urbania.pe/inmueble/venta-de-casa-en-pachacamac-lurin-3-dormitorios-13228420,https://img10.naventcdn.com/avisos/111/00/13/22/84/20/720x532/195684743.jpg
