,Ubicacion,Metros cuadrados,Metros cuadrados techados,Parqueo,Medio baños,Dormitorios,Antiguedad del edificio,Parque cercano,Piso en el que se encuentra,Venta,Mantenimiento,Link Pagina,Link imagen
350," Santiago de Surco, Lima",276m²Superficie total,276m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,37Antigüedad,No hay informacion,No hay informacion,"S/ 1,809,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-58069588,https://img10.naventcdn.com/avisos/111/00/58/06/95/88/720x532/207479573.jpg
351,"CALLE PARKINSONIAS 300 LA MOLINA juanp,  La Molina Vieja, La Molina",465m²Superficie total,350m²Superficie techada,3Estacionamientos,1Medio baño,3Dormitorios,16Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,456,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-molina-vieja-la-molina-3-dormitorios-13421909,https://img10.naventcdn.com/avisos/111/00/13/42/19/09/720x532/199784453.jpg
352,"Av. La Laguna Grande 253,  Las Lagunas De La Molina, La Molina",1084m²Superficie total,400m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 4,581,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-lagunas-de-la-molina-la-molina-5-a-mas-dormitorios-13465803,https://img10.naventcdn.com/avisos/111/00/13/46/58/03/720x532/200735755.jpg
353,"Esteban Bentarelli 264,  San Borja, Lima",201m²Superficie total,200m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,353,300",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-58288889,https://img10.naventcdn.com/avisos/111/00/58/28/88/89/720x532/210863509.jpg
354," EL TRÉBOL 1 Etapa, Los Olivos",196m²Superficie total,160m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 956,160",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-trebol-1-etapa-los-olivos-4-dormitorios-13395241,https://img10.naventcdn.com/avisos/111/00/13/39/52/41/720x532/199217641.jpg
355,"SANTIAGO DE SURCO,  Santiago de Surco, Lima",300m²Superficie total,250m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,394,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-5-a-mas-dormitorios-13294502,https://img10.naventcdn.com/avisos/111/00/13/29/45/02/720x532/197204803.jpg
356,"Jr. Manuel Carcamo,  San Juan de Lurigancho, Lima",212m²Superficie total,212m²Superficie techada,No hay informacion,No hay informacion,7Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 592,740",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-5-a-mas-dormitorios-58210683,https://img10.naventcdn.com/avisos/111/00/58/21/06/83/720x532/209660223.jpg
357," Ate Vitarte, Lima",272m²Superficie total,272m²Superficie techada,2Estacionamientos,1Medio baño,8Dormitorios,15Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,120,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-ate-vitarte-lima-5-a-mas-dormitorios-58153900,https://img10.naventcdn.com/avisos/111/00/58/15/39/00/720x532/208751711.jpg
358," Villa el Salvador, Lima",108m²Superficie total,108m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,24Antigüedad,No hay informacion,No hay informacion,"S/ 262,521",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-el-salvador-lima-3-dormitorios-58185880,https://img10.naventcdn.com/avisos/111/00/58/18/58/80/720x532/209607619.jpg
359,"Echeverria al 800,  Lima, Lima",No hay informacion,No hay informacion,0Estacionamientos,1Medio baño,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 350,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-3-dormitorios-58278534,https://img10.naventcdn.com/avisos/111/00/58/27/85/34/720x532/210715557.jpg
360," America, Miraflores",580m²Superficie total,450m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,253,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-america-miraflores-5-a-mas-dormitorios-13326562,https://img10.naventcdn.com/avisos/111/00/13/32/65/62/720x532/197990201.jpg
361," San Borja, Lima",300m²Superficie total,300m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,45Antigüedad,No hay informacion,No hay informacion,"S/ 1,720,100",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-57929300,https://img10.naventcdn.com/avisos/111/00/57/92/93/00/720x532/205122865.jpg
362," San Miguel, Lima",180m²Superficie total,180m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 957,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-57842184,https://img10.naventcdn.com/avisos/111/00/57/84/21/84/720x532/203694083.jpg
363," Miraflores, Lima",220m²Superficie total,220m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,058,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-13375486,https://img10.naventcdn.com/avisos/111/00/13/37/54/86/720x532/198837780.jpg
364,"Av. La Paz 2100 San Miguel,  San Miguel, Lima",51m²Superficie total,51m²Superficie techada,0Estacionamientos,No hay informacion,2Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 231,372",180,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-2-dormitorios-58343348,https://img10.naventcdn.com/avisos/111/00/58/34/33/48/720x532/211720323.jpg
365,"CERCA A LA AV. SEPARADORA INDUSTRIAL 4 TA. ETAPA.,  Pachacamac, Villa el Salvador",108m²Superficie total,200m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,13Antigüedad,No hay informacion,No hay informacion,"S/ 315,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pachacamac-villa-el-salvador-5-a-mas-dormitorios-13268185,https://img10.naventcdn.com/avisos/111/00/13/26/81/85/720x532/196591613.jpg
366,"Urb. Casuarinas - Santiago de Surco,  Las Casuarinas, Santiago de Surco",1624m²Superficie total,656m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,44Antigüedad,Parques Cercanos ,No hay informacion,"S/ 9,296,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-casuarinas-santiago-de-surco-5-a-mas-dormitorios-12766948,https://img10.naventcdn.com/avisos/111/00/12/76/69/48/720x532/195308230.jpg
367," Miraflores, Lima",135m²Superficie total,90m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,80Antigüedad,No hay informacion,No hay informacion,"S/ 610,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-4-dormitorios-58044340,https://img10.naventcdn.com/avisos/111/00/58/04/43/40/720x532/207102944.jpg
368,"av. Tomas Marsano 1974,  Miraflores, Lima",360m²Superficie total,360m²Superficie techada,3Estacionamientos,1Medio baño,5Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 2,000,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-58173634,https://img10.naventcdn.com/avisos/111/00/58/17/36/34/720x532/209075876.jpg
369,"Casa DE Campo Lurin CON Pisicina Amplios Ambientes - Excelentes Acabados,  Lima, Lima",5000m²Superficie total,No hay informacion,5Estacionamientos,1Medio baño,5Dormitorios,6Antigüedad,No hay informacion,No hay informacion,"S/ 3,502,798",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-5-a-mas-dormitorios-58314344,https://img10.naventcdn.com/avisos/111/00/58/31/43/44/720x532/211265044.jpg
370,"PROLONGACION AV. SAN JUAN,  Virgen Del Buen Paso, San Juan de Miraflores",320m²Superficie total,204m²Superficie techada,0Estacionamientos,1Medio baño,5Dormitorios,18Antigüedad,No hay informacion,No hay informacion,"S/ 225,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-virgen-del-buen-paso-san-juan-de-miraflores-5-a-mas-dormitorios-58345111,https://img10.naventcdn.com/avisos/111/00/58/34/51/11/720x532/211746754.jpg
371,"Pedro Benvenuto, Urb. Pando en San Miguel,  San Miguel, Lima",236m²Superficie total,360m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,20Antigüedad,No hay informacion,No hay informacion,"S/ 1,603,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-3-dormitorios-13260076,https://img10.naventcdn.com/avisos/111/00/13/26/00/76/720x532/196410199.jpg
372,"URB. LAS PALMERAS,  Las Palmeras, Los Olivos",133m²Superficie total,133m²Superficie techada,No hay informacion,No hay informacion,9Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 871,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-palmeras-los-olivos-5-a-mas-dormitorios-12883063,https://img10.naventcdn.com/avisos/111/00/12/88/30/63/720x532/197482130.jpg
373,"LA MOLINA 1,  La Planicie, La Molina",1000m²Superficie total,517m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,10Antigüedad,Parques Cercanos ,No hay informacion,"S/ 3,618,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-5-a-mas-dormitorios-13177006,https://img10.naventcdn.com/avisos/111/00/13/17/70/06/720x532/194518208.jpg
374,"jr. callao 232 Nueva Esperanza,  Villa María del Triunfo, Lima",155m²Superficie total,145m²Superficie techada,0Estacionamientos,No hay informacion,6Dormitorios,23Antigüedad,No hay informacion,No hay informacion,"S/ 290,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-maria-del-triunfo-lima-5-a-mas-dormitorios-58201453,https://img10.naventcdn.com/avisos/111/00/58/20/14/53/720x532/209513745.jpg
375," San Miguel, Lima",430m²Superficie total,430m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,485,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-4-dormitorios-13102960,https://img10.naventcdn.com/avisos/111/00/13/10/29/60/720x532/192916749.jpg
376," Los Olivos, Lima",500m²Superficie total,440m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,25Antigüedad,No hay informacion,No hay informacion,"S/ 650,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-olivos-lima-5-a-mas-dormitorios-58112504,https://img10.naventcdn.com/avisos/111/00/58/11/25/04/720x532/208126959.jpg
377,"Calle Ivan Huerta 279,  Prolongacion Benavides, Santiago de Surco",340m²Superficie total,290m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,22Antigüedad,No hay informacion,No hay informacion,"S/ 1,592,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-prolongacion-benavides-santiago-de-surco-5-a-mas-dormitorios-58262795,https://img10.naventcdn.com/avisos/111/00/58/26/27/95/720x532/210508153.jpg
378,"Jr 4 de Octubre-P.J. Pampa de Comas 126,  Comas, Lima",450m²Superficie total,450m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,21Antigüedad,No hay informacion,No hay informacion,"S/ 503,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-comas-lima-4-dormitorios-58251988,https://img10.naventcdn.com/avisos/111/00/58/25/19/88/720x532/210334406.jpg
379,"La Planicie,  Lima, Lima",No hay informacion,No hay informacion,No hay informacion,1Medio baño,4Dormitorios,5Antigüedad,No hay informacion,No hay informacion,"S/ 1,594,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lima-lima-4-dormitorios-58219636,https://img10.naventcdn.com/avisos/111/00/58/21/96/36/720x532/209807446.jpg
380,"Calle El Naranjo,  Carabayllo, Lima",1050m²Superficie total,154m²Superficie techada,5Estacionamientos,No hay informacion,2Dormitorios,8Antigüedad,No hay informacion,No hay informacion,"S/ 499,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-2-dormitorios-58038898,https://img10.naventcdn.com/avisos/111/00/58/03/88/98/720x532/210090048.jpg
381," Comas, Lima",120m²Superficie total,120m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 426,540",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-comas-lima-4-dormitorios-58303364,https://img10.naventcdn.com/avisos/111/00/58/30/33/64/720x532/211093595.jpg
382," Los Ingenieros, La Molina",240m²Superficie total,182m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,22Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,162,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-ingenieros-la-molina-4-dormitorios-13199161,https://img10.naventcdn.com/avisos/111/00/13/19/91/61/720x532/195003277.jpg
383,"El buen horno,  Chocalla, Asia",900m²Superficie total,350m²Superficie techada,0Estacionamientos,1Medio baño,5Dormitorios,7Antigüedad,Parque Interno ,No hay informacion,"S/ 1,474,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chocalla-asia-5-a-mas-dormitorios-58215745,https://img10.naventcdn.com/avisos/111/00/58/21/57/45/720x532/209741815.jpg
384,"Abraham Valdelomar 186,  La Pascana, Comas",390m²Superficie total,390m²Superficie techada,2Estacionamientos,1Medio baño,9Dormitorios,30Antigüedad,Parques Cercanos ,No hay informacion,"S/ 640,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-pascana-comas-5-a-mas-dormitorios-58280846,https://img10.naventcdn.com/avisos/111/00/58/28/08/46/720x532/211022021.jpg
385," San Juan de Lurigancho, Lima",No hay informacion,346m²Superficie techada,0Estacionamientos,No hay informacion,0Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 467,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-juan-de-lurigancho-lima-58059731,https://img10.naventcdn.com/avisos/111/00/58/05/97/31/720x532/207326899.jpg
386," La Mar, Pueblo Libre",295m²Superficie total,174m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,35Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,300,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-la-mar-pueblo-libre-4-dormitorios-58374577,https://img10.naventcdn.com/avisos/111/00/58/37/45/77/720x532/212314797.jpg
387," Pueblo Libre, Lima",370m²Superficie total,240m²Superficie techada,2Estacionamientos,No hay informacion,7Dormitorios,44Antigüedad,No hay informacion,No hay informacion,"S/ 1,225,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-5-a-mas-dormitorios-57999121,https://img10.naventcdn.com/avisos/111/00/57/99/91/21/720x532/206393513.jpg
388,"LOS EUCALIPTOS cdra. 1,  Santiago de Surco, Lima",950m²Superficie total,510m²Superficie techada,5Estacionamientos,No hay informacion,0Dormitorios,32Antigüedad,No hay informacion,No hay informacion,"S/ 8,300,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-58096604,https://img10.naventcdn.com/avisos/111/00/58/09/66/04/720x532/207893535.jpg
389,"CERCA AL CRUCE DE AV JAMAICA Y AV. UNIVERSITARIA.,  El Retablo, Comas",1250m²Superficie total,240m²Superficie techada,No hay informacion,No hay informacion,5Dormitorios,18Antigüedad,Parques Cercanos ,No hay informacion,"S/ 448,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-retablo-comas-5-a-mas-dormitorios-13503196,https://img10.naventcdn.com/avisos/111/00/13/50/31/96/720x532/201731290.jpg
390,"AV. SEPARADORA INDUSTRISL 3520,  Villa el Salvador, Lima",120m²Superficie total,100m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,10Antigüedad,No hay informacion,No hay informacion,"S/ 320,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-villa-el-salvador-lima-3-dormitorios-58175027,https://img10.naventcdn.com/avisos/111/00/58/17/50/27/720x532/209098188.jpg
391,"Casa en Miraflores Urb. La Aurora,  Aurora, Miraflores",299m²Superficie total,462m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 2,490,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-aurora-miraflores-4-dormitorios-13482561,https://img10.naventcdn.com/avisos/111/00/13/48/25/61/720x532/201105150.jpg
392," San Borja, Lima",200m²Superficie total,150m²Superficie techada,4Estacionamientos,No hay informacion,6Dormitorios,25Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,507,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-5-a-mas-dormitorios-58108881,https://img10.naventcdn.com/avisos/111/00/58/10/88/81/720x532/208072692.jpg
393," La Planicie, La Molina",580m²Superficie total,425m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 2,622,800",250,https://urbania.pe/inmueble/venta-de-casa-en-la-planicie-la-molina-4-dormitorios-13173620,https://img10.naventcdn.com/avisos/111/00/13/17/36/20/720x532/194447791.jpg
394," Pueblo Libre, Lima",480m²Superficie total,480m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 4,200,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pueblo-libre-lima-5-a-mas-dormitorios-58113930,https://img10.naventcdn.com/avisos/111/00/58/11/39/30/720x532/208150328.jpg
395,"AVENIDA CAMINO REAL,  Carabayllo, Lima",112m²Superficie total,112m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 215,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-3-dormitorios-13103196,https://img10.naventcdn.com/avisos/111/00/13/10/31/96/720x532/192922966.jpg
396," San Martín de Porres, Lima",214m²Superficie total,214m²Superficie techada,No hay informacion,No hay informacion,4Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 650,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-martin-de-porres-lima-4-dormitorios-13429693,https://img10.naventcdn.com/avisos/111/00/13/42/96/93/720x532/200043870.jpg
397," San Borja, San Borja",330m²Superficie total,300m²Superficie techada,2Estacionamientos,1Medio baño,4Dormitorios,28Antigüedad,No hay informacion,No hay informacion,"S/ 3,984,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-san-borja-4-dormitorios-13390700,https://img10.naventcdn.com/avisos/111/00/13/39/07/00/720x532/199119164.jpg
398," San Isidro, Lima",365m²Superficie total,360m²Superficie techada,0Estacionamientos,No hay informacion,6Dormitorios,46Antigüedad,No hay informacion,No hay informacion,"S/ 2,628,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-isidro-lima-5-a-mas-dormitorios-58240641,https://img10.naventcdn.com/avisos/111/00/58/24/06/41/720x532/210151794.jpg
399,"Lujosa CASA cerca al Jockey Plaza,  Los Granados, Santiago de Surco",2508m²Superficie total,600m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 8,964,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-los-granados-santiago-de-surco-5-a-mas-dormitorios-12939601,https://img10.naventcdn.com/avisos/111/00/12/93/96/01/720x532/188820539.jpg
400," Las Arenas, Asia",180m²Superficie total,163m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 989,360",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-las-arenas-asia-5-a-mas-dormitorios-11938582,https://img10.naventcdn.com/avisos/111/00/11/93/85/82/720x532/191565884.jpg
401," Miraflores, Lima",250m²Superficie total,250m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,A estrenarAntigüedad,No hay informacion,No hay informacion,"S/ 1,586,770",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-miraflores-lima-5-a-mas-dormitorios-58358239,https://img10.naventcdn.com/avisos/111/00/58/35/82/39/720x532/211997743.jpg
402," Pachacutec Etapa Iv Sector 1, Villa el Salvador",120m²Superficie total,110m²Superficie techada,0Estacionamientos,No hay informacion,3Dormitorios,18Antigüedad,Parques Cercanos ,No hay informacion,"S/ 276,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-pachacutec-etapa-iv-sector-1-villa-el-salvador-3-dormitorios-58262869,https://img10.naventcdn.com/avisos/111/00/58/26/28/69/720x532/210508226.jpg
403,"Av. El Polo,  El Derby, Santiago de Surco",267m²Superficie total,204m²Superficie techada,4Estacionamientos,No hay informacion,5Dormitorios,20Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,726,400",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-derby-santiago-de-surco-5-a-mas-dormitorios-13396455,https://img10.naventcdn.com/avisos/111/00/13/39/64/55/720x532/199244011.jpg
404,"Esquina con Roussou xx,  Chacarilla, San Borja",378m²Superficie total,240m²Superficie techada,2Estacionamientos,No hay informacion,4Dormitorios,30Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,656,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chacarilla-san-borja-4-dormitorios-13508487,https://img10.naventcdn.com/avisos/111/00/13/50/84/87/720x532/201659291.jpg
405," Lurín, Lima",249m²Superficie total,240m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,1Antigüedad,No hay informacion,No hay informacion,"S/ 363,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-lurin-lima-4-dormitorios-58298500,https://img10.naventcdn.com/avisos/111/00/58/29/85/00/720x532/211022217.jpg
406,"manso de velasco callao,  Callao, Lima",234m²Superficie total,234m²Superficie techada,2Estacionamientos,No hay informacion,6Dormitorios,52Antigüedad,No hay informacion,No hay informacion,"S/ 670,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-callao-lima-5-a-mas-dormitorios-58155315,https://img10.naventcdn.com/avisos/111/00/58/15/53/15/720x532/208773496.jpg
407," Carabayllo, Lima",160m²Superficie total,160m²Superficie techada,0Estacionamientos,No hay informacion,5Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 163,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-carabayllo-lima-5-a-mas-dormitorios-58255979,https://img10.naventcdn.com/avisos/111/00/58/25/59/79/720x532/210399530.jpg
408," Chorrillos, Lima",293m²Superficie total,215m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 1,460,800",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-chorrillos-lima-3-dormitorios-13465860,https://img10.naventcdn.com/avisos/111/00/13/46/58/60/720x532/200736694.jpg
409,"Calle Echenique,  Magdalena, Lima",160m²Superficie total,160m²Superficie techada,No hay informacion,No hay informacion,7Dormitorios,50Antigüedad,No hay informacion,No hay informacion,"S/ 1,398,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-magdalena-lima-5-a-mas-dormitorios-58052458,https://img10.naventcdn.com/avisos/111/00/58/05/24/58/720x532/207215215.jpg
410,"Av.Ingenieros con Av.Separadora Industrial,  Santa Raquel, Ate Vitarte",200m²Superficie total,200m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 830,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-raquel-ate-vitarte-5-a-mas-dormitorios-13498249,https://img10.naventcdn.com/avisos/111/00/13/49/82/49/720x532/201430212.jpg
411," San Borja, Lima",122m²Superficie total,122m²Superficie techada,4Estacionamientos,No hay informacion,4Dormitorios,40Antigüedad,No hay informacion,No hay informacion,"S/ 1,487,500",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-borja-lima-4-dormitorios-58142613,https://img10.naventcdn.com/avisos/111/00/58/14/26/13/720x532/208601230.jpg
412,"SINCHI ROCA,  Santa Clara, Ate Vitarte",315m²Superficie total,300m²Superficie techada,0Estacionamientos,No hay informacion,8Dormitorios,35Antigüedad,Parques Cercanos ,No hay informacion,"S/ 612,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-santa-clara-ate-vitarte-5-a-mas-dormitorios-13007088,https://img10.naventcdn.com/avisos/111/00/13/00/70/88/720x532/190661971.jpg
413,"parque 200 millas ,  San Miguel, Lima",160m²Superficie total,160m²Superficie techada,No hay informacion,No hay informacion,3Dormitorios,41Antigüedad,Parques Cercanos ,No hay informacion,"S/ 887,750",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-san-miguel-lima-3-dormitorios-58155361,https://img10.naventcdn.com/avisos/111/00/58/15/53/61/720x532/208774138.jpg
414,"Jr el Cortijo,  Santiago de Surco, Lima",176m²Superficie total,176m²Superficie techada,No hay informacion,1Medio baño,4Dormitorios,15Antigüedad,No hay informacion,No hay informacion,"S/ 1,190,000",200,https://urbania.pe/inmueble/venta-de-casa-en-santiago-de-surco-lima-4-dormitorios-58239073,https://img10.naventcdn.com/avisos/111/00/58/23/90/73/720x532/210126392.jpg
415,"COMISARIA EL PROGRESO,  El Progreso, Carabayllo",No hay informacion,280m²Superficie techada,0Estacionamientos,1Medio baño,5Dormitorios,35Antigüedad,Parques Cercanos ,No hay informacion,"S/ 597,600",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-el-progreso-carabayllo-5-a-mas-dormitorios-13226442,https://img10.naventcdn.com/avisos/111/00/13/22/64/42/720x532/195639246.jpg
416,"Calle Rodolfo Rutte cuadra 1, pisos 2 y 3,  Magdalena, Lima",300m²Superficie total,165m²Superficie techada,0Estacionamientos,No hay informacion,4Dormitorios,40Antigüedad,Parques Cercanos ,No hay informacion,"S/ 1,029,200",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-magdalena-lima-4-dormitorios-13232004,https://img10.naventcdn.com/avisos/111/00/13/23/20/04/720x532/195758232.jpg
417,"Av, Mariano Pastor Sevilla s/n,  Sc.6 Gr.5a, Villa el Salvador",140m²Superficie total,140m²Superficie techada,2Estacionamientos,No hay informacion,5Dormitorios,A estrenarAntigüedad,Parques Cercanos ,No hay informacion,"S/ 498,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-sc6-gr5a-villa-el-salvador-5-a-mas-dormitorios-13484526,https://img10.naventcdn.com/avisos/111/00/13/48/45/26/720x532/201137621.jpg
418," PARQUE GONZALES PRADA ,  Oyague, Magdalena",400m²Superficie total,380m²Superficie techada,No hay informacion,1Medio baño,8Dormitorios,47Antigüedad,Parques Cercanos ,No hay informacion,"S/ 2,814,000",No Mantenience,https://urbania.pe/inmueble/venta-de-casa-en-oyague-magdalena-5-a-mas-dormitorios-58222805,https://img10.naventcdn.com/avisos/111/00/58/22/28/05/720x532/209855610.jpg
